QALLP,Age,MDCP Social Marital Status,QALFP - 4 Digit Level,Labour Force Status,No children,1,2,3,4,5,6,7,8,Not applicible,Total
Diploma,2,Not married,Information Systems,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,3,Not married,Public Health,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,4,Not married,Public Health,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,5,Not married,Philosophy and Religious Studies,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,6,Not married,Physics and Astronomy,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,7,Not married,Other Management and Commerce,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,8,Not married,Field of study not stated,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,9,Not married,Studies in Human Society,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,10,Not married,"Engineering and Related Technologies, nfd",EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,11,Not married,Accounting,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,12,Not married,Veterinary Studies,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,13,Not married,Electrical and Electronic Engineering and Technology,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,14,Not married,Communication and Media Studies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,15,Not married,Law,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,16,Not married,Mechanical and Industrial Engineering and Technology,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,17,Not married,Agriculture,EmployedPT,5,6,5,7,6,2,9,8,2,45,95
Diploma,18,Not married,Office Studies,Unemployed,0,1,5,4,1,8,6,10,6,37,78
Diploma,19,Not married,Other Health,Unemployed,3,9,5,2,1,1,3,8,5,33,70
Diploma,20,Not married,Philosophy and Religious Studies,EmployedFT,2,1,0,2,2,7,5,3,10,29,61
Diploma,21,Not married,Tourism,Unemployed,4,0,9,5,1,0,5,9,6,35,74
Diploma,22,Not married,Accounting,NILF,3,10,1,9,2,7,4,2,4,38,80
Diploma,23,Not married,"Natural and Physical Sciences, nfd",NILF,2,3,6,4,1,5,1,1,9,29,61
Diploma,24,Not married,"Creative Arts, nfd",EmployedAway,1,6,8,9,1,0,8,2,7,38,80
Diploma,25,Not married,Agriculture,EmployedAway,1,9,2,6,5,7,5,2,1,34,72
Diploma,26,Not married,Other Management and Commerce,EmployedFT,2,3,3,1,1,8,1,5,1,23,48
Diploma,27,Not married,Graphic and Design Studies,Unemployed,2,1,6,0,9,7,5,3,8,37,78
Diploma,28,Not married,Dental Studies,EmployedAway,1,1,10,5,8,7,1,0,1,31,65
Diploma,29,Not married,"Education, nfd",Unemployed,3,4,8,4,3,0,1,9,1,30,63
Diploma,30,Not married,Mathematical Sciences,Unemployed,2,7,9,2,0,9,10,5,1,41,86
Diploma,31,Not married,Nursing,EmployedPT,1,8,7,9,2,2,7,4,3,39,82
Diploma,32,Not married,Physics and Astronomy,NILF,0,8,5,3,3,6,0,7,1,30,63
Diploma,33,Not married,Civil Engineering,EmployedAway,0,5,4,8,10,4,8,1,3,39,82
Diploma,34,Not married,Dental Studies,EmployedPT,1,7,8,6,7,5,1,10,0,41,86
Diploma,35,Not married,Manufacturing Engineering and Technology,NILF,1,1,3,3,4,2,5,5,3,24,51
Diploma,36,Not married,"Natural and Physical Sciences, nfd",Unemployed,2,1,8,9,3,4,3,5,2,33,70
Diploma,37,Not married,"Education, nfd",Unemployed,0,3,4,1,7,7,7,5,3,33,70
Diploma,38,Not married,Other Information Technology,EmployedPT,0,1,2,6,2,2,6,7,9,32,67
Diploma,39,Not married,Not applicable,EmployedAway,2,9,10,3,6,6,0,2,7,41,86
Diploma,40,Not married,Other Management and Commerce,EmployedPT,2,0,7,0,0,8,10,5,1,30,63
Diploma,41,Not married,Teacher Education,NILF,1,0,7,8,9,6,2,9,8,45,95
Diploma,42,Not married,Physics and Astronomy,NILF,2,7,9,5,6,9,2,7,9,50,106
Diploma,43,Not married,Mechanical and Industrial Engineering and Technology,EmployedPT,2,3,6,1,9,10,7,5,2,41,86
Diploma,44,Not married,Biological Sciences,EmployedAway,2,8,9,3,3,9,2,2,9,42,89
Diploma,45,Not married,"Natural and Physical Sciences, nfd",EmployedAway,1,9,6,8,9,5,9,4,4,50,105
Diploma,46,Not married,Computer Science,EmployedPT,0,7,3,10,9,7,4,1,4,41,86
Diploma,47,Not married,Nursing,Unemployed,0,5,10,4,5,8,3,7,3,41,86
Diploma,48,Not married,Veterinary Studies,EmployedAway,1,1,10,4,9,2,3,0,8,34,72
Diploma,49,Not married,Veterinary Studies,EmployedFT,1,5,3,1,1,5,10,10,6,38,80
Diploma,50,Not married,Language and Literature,EmployedFT,1,2,6,1,10,0,6,2,5,30,63
Diploma,51,Not married,Teacher Education,EmployedAway,1,3,7,3,10,2,6,8,7,42,89
Diploma,52,Not married,Other Information Technology,EmployedFT,2,8,6,9,6,7,2,3,1,40,84
Diploma,53,Not married,Veterinary Studies,EmployedFT,1,6,5,1,9,2,1,1,0,23,49
Diploma,54,Not married,Accounting,EmployedAway,1,6,6,6,5,8,3,9,7,46,97
Diploma,55,Not married,Rehabilitation Therapies,EmployedPT,0,6,3,9,2,6,9,7,7,44,93
Diploma,56,Not married,Other Engineering and Related Technologies,EmployedPT,1,0,7,5,8,3,5,8,5,38,80
Diploma,57,Not married,Studies in Human Society,NILF,1,8,9,7,3,8,1,5,0,38,80
Diploma,58,Not married,Other Health,EmployedAway,1,7,5,3,6,4,0,1,5,29,61
Diploma,59,Not married,Civil Engineering,EmployedAway,2,3,9,8,5,4,9,3,6,44,93
Diploma,60,Not married,Curriculum and Education Studies,EmployedAway,1,9,2,9,0,1,7,7,10,41,87
Diploma,61,Not married,Information Systems,EmployedPT,0,7,0,3,7,9,5,6,2,35,74
Diploma,62,Not married,Law,NILF,0,1,2,6,1,10,4,6,3,30,63
Diploma,63,Not married,Radiography,EmployedAway,1,4,6,8,8,4,1,9,10,46,97
Diploma,64,Not married,Electrical and Electronic Engineering and Technology,EmployedPT,1,7,7,10,3,1,3,3,10,41,86
Diploma,65,Not married,Electrical and Electronic Engineering and Technology,EmployedAway,1,1,7,5,9,5,8,1,8,41,86
Diploma,66,Not married,"Health, nfd",EmployedFT,1,10,3,3,8,8,0,1,6,36,76
Diploma,67,Not married,Chemical Sciences,Unemployed,0,9,5,9,2,1,1,2,0,26,55
Diploma,68,Not married,"Health, nfd",EmployedAway,1,5,8,5,10,1,9,6,4,44,93
Diploma,69,Not married,Sales and Marketing,EmployedFT,1,5,9,6,9,7,7,9,6,53,112
Diploma,70,Not married,Process and Resources Engineering,Unemployed,1,7,4,2,4,4,2,4,2,27,57
Diploma,71,Not married,Aerospace Engineering and Technology,NILF,1,5,7,3,4,5,2,8,3,34,72
Diploma,72,Not married,Optical Science,Unemployed,0,6,0,1,10,7,0,2,8,31,65
Diploma,73,Not married,Other Engineering and Related Technologies,EmployedFT,0,6,7,3,5,4,4,8,2,35,74
Diploma,74,Not married,Complementary Therapies,EmployedAway,1,1,9,6,1,4,3,2,10,33,70
Diploma,75,Not married,Philosophy and Religious Studies,EmployedAway,1,7,2,6,4,10,9,2,7,43,91
Diploma,76,Not married,Mechanical and Industrial Engineering and Technology,NILF,1,9,8,0,7,10,7,1,1,40,84
Diploma,77,Not married,Business and Management,EmployedPT,0,4,6,7,7,7,2,6,1,36,76
Diploma,78,Not married,Other Education,EmployedFT,1,1,1,1,6,6,2,6,5,26,55
Diploma,79,Not married,Mathematical Sciences,EmployedFT,1,7,4,1,3,9,3,1,5,31,65
Diploma,80,Not married,"Education, nfd",NILF,0,7,7,8,5,7,8,2,7,46,97
Diploma,81,Not married,Biological Sciences,EmployedPT,0,7,9,8,3,9,4,6,10,50,106
Diploma,82,Not married,Business and Management,EmployedFT,1,2,7,5,5,1,2,7,0,27,57
Diploma,83,Not married,Other Engineering and Related Technologies,NILF,1,1,2,3,5,7,5,8,9,37,78
Diploma,84,Not married,Chemical Sciences,Unemployed,1,5,8,10,5,1,0,4,7,37,78
Diploma,85,Not married,Optical Science,NILF,1,7,3,3,9,6,0,2,8,35,74
Diploma,86,Not married,Communication and Media Studies,EmployedAway,1,1,8,9,2,5,5,9,9,44,93
Diploma,87,Not married,Maritime Engineering and Technology,EmployedAway,1,7,8,1,1,0,9,10,6,39,82
Diploma,88,Not married,Architecture,Unemployed,0,7,2,2,6,8,1,9,5,36,76
Diploma,89,Not married,"Natural and Physical Sciences, nfd",EmployedAway,0,8,5,3,1,3,4,5,8,33,70
Diploma,90,Not married,Business and Management,EmployedFT,1,1,9,7,1,5,7,1,2,31,65
Diploma,91,Not married,Manufacturing Engineering and Technology,EmployedPT,1,1,9,3,2,9,8,10,8,46,97
Diploma,92,Not married,Teacher Education,EmployedPT,0,3,9,5,1,0,1,2,6,24,51
Diploma,93,Not married,"Information Technology, nfd",EmployedPT,1,2,4,4,9,7,7,2,1,33,70
Diploma,94,Not married,Other Natural and Physical Sciences,EmployedPT,0,2,0,1,9,7,9,7,6,37,78
Diploma,95,Not married,Not applicable,EmployedPT,1,4,8,1,1,8,3,3,2,28,59
Diploma,96,Not married,Other Creative Arts,Unemployed,1,3,9,3,8,9,10,5,1,44,93
Diploma,97,Not married,Public Health,EmployedPT,0,9,8,4,6,2,0,5,7,37,78
Diploma,98,Not married,Graphic and Design Studies,EmployedAway,1,2,5,2,3,7,5,6,5,32,68
Diploma,99,Not married,Law,EmployedAway,0,8,3,2,1,7,9,9,8,42,89
Diploma,100,Not married,Other Management and Commerce,Unemployed,1,0,5,9,3,4,3,2,4,28,59
Diploma,101,Not married,"Management and Commerce, nfd",EmployedFT,0,1,0,1,6,7,3,2,2,20,42
Diploma,102,Not married,Architecture,Unemployed,0,9,8,3,6,1,1,0,8,32,68
Diploma,103,Not married,Civil Engineering,EmployedFT,0,7,4,6,1,6,8,6,6,40,84
Diploma,104,Not married,Other Engineering and Related Technologies,Unemployed,0,1,2,5,2,3,2,2,0,15,32
Diploma,105,Not married,Aerospace Engineering and Technology,Unemployed,0,10,1,4,8,7,4,4,2,36,76
Bachelor,0,Not married,Field of study not stated,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,1,Not married,Business and Management,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,2,Not married,Computer Science,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,3,Not married,Other Creative Arts,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,4,Not married,Not applicable,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,5,Not married,Manufacturing Engineering and Technology,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,6,Not married,Dental Studies,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,7,Not married,"Health, nfd",EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,8,Not married,"Health, nfd",Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,9,Not married,Political Science and Policy Studies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,10,Not married,Not applicable,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,11,Not married,Aerospace Engineering and Technology,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,12,Not married,Public Health,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,13,Not married,Sales and Marketing,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,14,Not married,Other Health,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,15,Not married,Other Information Technology,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,16,Not married,Rehabilitation Therapies,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,17,Not married,Computer Science,NILF,0,2,9,8,8,1,3,7,10,43,91
Bachelor,18,Not married,Teacher Education,EmployedFT,0,9,5,6,7,9,2,5,8,46,97
Bachelor,19,Not married,Radiography,EmployedAway,2,2,5,4,7,5,6,1,1,30,63
Bachelor,20,Not married,Electrical and Electronic Engineering and Technology,NILF,2,5,0,1,6,7,2,2,7,29,61
Bachelor,21,Not married,Political Science and Policy Studies,NILF,1,7,2,5,4,9,2,9,2,37,78
Bachelor,22,Not married,Tourism,Unemployed,4,6,4,5,8,4,7,8,10,50,106
Bachelor,23,Not married,"Natural and Physical Sciences, nfd",NILF,2,4,1,5,3,10,6,4,8,39,82
Bachelor,24,Not married,"Banking, Finance and Related Fields",NILF,1,6,7,10,5,1,4,6,8,43,91
Bachelor,25,Not married,Other Engineering and Related Technologies,NILF,0,8,0,1,5,1,1,5,8,26,55
Bachelor,26,Not married,"Information Technology, nfd",Unemployed,3,4,6,1,10,2,3,2,2,30,63
Bachelor,27,Not married,Electrical and Electronic Engineering and Technology,EmployedPT,1,5,2,3,1,1,6,4,10,30,63
Bachelor,28,Not married,Teacher Education,Unemployed,2,5,4,8,1,9,6,2,7,40,84
Bachelor,29,Not married,Philosophy and Religious Studies,EmployedAway,0,9,8,3,10,6,10,2,5,48,101
Bachelor,30,Not married,Graphic and Design Studies,EmployedAway,2,4,2,4,3,1,5,1,3,23,48
Bachelor,31,Not married,Civil Engineering,Unemployed,2,7,4,1,4,5,1,9,2,32,67
Bachelor,32,Not married,Veterinary Studies,EmployedFT,3,9,6,8,4,0,8,9,6,48,101
Bachelor,33,Not married,Teacher Education,EmployedFT,1,2,9,4,3,5,2,1,7,31,65
Bachelor,34,Not married,Studies in Human Society,EmployedAway,3,5,0,1,8,2,7,1,0,24,51
Bachelor,35,Not married,"Banking, Finance and Related Fields",EmployedFT,3,7,10,1,7,4,2,6,7,42,89
Bachelor,36,Not married,Rehabilitation Therapies,EmployedAway,0,5,7,9,0,8,6,8,9,47,99
Bachelor,37,Not married,Medical Studies,Unemployed,3,7,1,4,3,1,4,8,3,31,65
Bachelor,38,Not married,Information Systems,Unemployed,2,8,6,4,4,9,4,5,2,40,84
Bachelor,39,Not married,Medical Studies,EmployedFT,0,5,10,5,9,0,10,4,2,41,86
Bachelor,40,Not married,Architecture,NILF,1,8,8,7,8,9,0,6,0,42,89
Bachelor,41,Not married,"Banking, Finance and Related Fields",EmployedPT,0,8,1,3,7,0,7,5,3,31,65
Bachelor,42,Not married,Nursing,Unemployed,1,2,8,9,4,6,7,7,7,46,97
Bachelor,43,Not married,"Management and Commerce, nfd",EmployedAway,2,3,4,8,10,5,1,8,8,44,93
Bachelor,44,Not married,Mathematical Sciences,EmployedFT,2,9,1,6,5,8,7,6,3,42,89
Bachelor,45,Not married,Tourism,Unemployed,1,4,3,6,7,2,9,5,5,38,80
Bachelor,46,Not married,Maritime Engineering and Technology,Unemployed,2,10,3,4,1,10,7,7,1,41,86
Bachelor,47,Not married,Other Education,EmployedPT,0,9,2,4,0,2,5,7,3,29,61
Bachelor,48,Not married,"Creative Arts, nfd",NILF,0,1,2,8,0,5,3,2,1,20,42
Bachelor,49,Not married,Information Systems,EmployedFT,1,2,3,0,4,5,1,4,4,22,46
Bachelor,50,Not married,Other Information Technology,Unemployed,0,5,8,1,6,5,9,9,8,46,97
Bachelor,51,Not married,Earth Sciences,EmployedAway,0,1,1,10,9,7,7,1,0,32,68
Bachelor,52,Not married,Communication and Media Studies,EmployedAway,1,7,10,1,9,1,9,3,2,39,82
Bachelor,53,Not married,"Creative Arts, nfd",Unemployed,1,9,6,2,2,10,2,4,4,36,76
Bachelor,54,Not married,Agriculture,EmployedPT,1,7,3,4,7,4,5,3,6,36,76
Bachelor,55,Not married,Radiography,EmployedPT,1,1,5,3,8,1,1,2,7,26,55
Bachelor,56,Not married,Other Education,EmployedPT,1,9,5,3,3,1,4,1,10,33,70
Bachelor,57,Not married,Manufacturing Engineering and Technology,EmployedAway,1,2,9,9,8,10,7,2,5,48,101
Bachelor,58,Not married,Architecture,NILF,1,4,1,3,4,3,9,3,4,29,61
Bachelor,59,Not married,Nursing,EmployedAway,0,3,3,7,6,3,9,6,1,34,72
Bachelor,60,Not married,Maritime Engineering and Technology,EmployedFT,1,3,2,8,9,5,3,9,3,39,82
Bachelor,61,Not married,"Creative Arts, nfd",EmployedAway,1,7,8,10,7,2,7,3,5,45,95
Bachelor,62,Not married,Process and Resources Engineering,Unemployed,1,2,3,3,9,5,2,5,0,27,57
Bachelor,63,Not married,"Natural and Physical Sciences, nfd",Unemployed,2,5,8,2,7,7,10,3,2,41,87
Bachelor,64,Not married,Other Education,EmployedFT,1,0,8,5,7,9,6,10,10,50,106
Bachelor,65,Not married,Studies in Human Society,EmployedPT,1,3,7,5,9,8,6,3,8,45,95
Bachelor,66,Not married,Architecture,EmployedPT,0,7,3,4,1,8,9,8,1,37,78
Bachelor,67,Not married,Mathematical Sciences,EmployedPT,0,4,2,5,4,9,1,1,9,32,67
Bachelor,68,Not married,Computer Science,EmployedFT,0,5,5,6,0,2,4,1,9,29,61
Bachelor,69,Not married,"Banking, Finance and Related Fields",EmployedPT,1,3,9,2,2,4,7,1,9,34,72
Bachelor,70,Not married,Geomatic Engineering,NILF,0,4,8,8,5,4,5,6,3,39,82
Bachelor,71,Not married,Political Science and Policy Studies,EmployedAway,1,5,3,3,2,7,1,2,8,29,61
Bachelor,72,Not married,Optical Science,NILF,1,6,5,8,5,6,8,1,8,43,91
Bachelor,73,Not married,"Management and Commerce, nfd",EmployedFT,1,4,7,10,5,5,6,7,7,47,99
Bachelor,74,Not married,Field of study not stated,NILF,0,9,5,4,4,5,7,8,1,39,82
Bachelor,75,Not married,Mathematical Sciences,EmployedPT,1,6,8,4,1,8,2,1,7,34,72
Bachelor,76,Not married,Medical Studies,EmployedPT,1,9,6,7,3,3,7,7,5,43,91
Bachelor,77,Not married,Manufacturing Engineering and Technology,EmployedAway,0,10,8,6,6,3,8,5,2,43,91
Bachelor,78,Not married,Not applicable,Unemployed,1,6,1,10,4,8,3,0,9,38,80
Bachelor,79,Not married,Political Science and Policy Studies,Unemployed,0,5,9,1,9,2,7,7,2,38,80
Bachelor,80,Not married,Teacher Education,Unemployed,0,7,7,4,6,3,4,1,8,36,76
Bachelor,81,Not married,"Engineering and Related Technologies, nfd",Unemployed,0,0,5,9,9,3,10,10,3,44,93
Bachelor,82,Not married,"Health, nfd",EmployedFT,1,1,9,6,1,7,1,4,5,32,67
Bachelor,83,Not married,Rehabilitation Therapies,EmployedAway,0,5,3,8,10,9,3,6,5,44,93
Bachelor,84,Not married,Chemical Sciences,NILF,1,4,0,5,1,1,0,4,8,22,46
Bachelor,85,Not married,Chemical Sciences,Unemployed,1,1,2,7,3,9,3,2,5,30,63
Bachelor,86,Not married,Architecture,EmployedFT,1,5,9,10,4,4,9,1,8,46,97
Bachelor,87,Not married,Computer Science,EmployedFT,0,1,1,1,4,6,3,3,4,21,44
Bachelor,88,Not married,Physics and Astronomy,EmployedPT,0,8,9,7,3,7,1,5,4,40,84
Bachelor,89,Not married,Other Engineering and Related Technologies,EmployedFT,0,4,2,8,2,4,8,9,4,37,78
Bachelor,90,Not married,Philosophy and Religious Studies,EmployedPT,1,0,8,6,3,7,4,5,2,32,68
Bachelor,91,Not married,Dental Studies,Unemployed,1,4,9,8,3,5,0,8,1,35,74
Bachelor,92,Not married,Architecture,Unemployed,1,8,9,1,6,2,3,1,3,31,65
Bachelor,93,Not married,Medical Studies,EmployedPT,0,9,8,9,3,3,2,8,4,41,87
Bachelor,94,Not married,"Information Technology, nfd",Unemployed,1,8,6,1,2,6,3,1,6,31,65
Bachelor,95,Not married,Other Education,NILF,0,4,7,9,4,9,4,5,0,38,80
Bachelor,96,Not married,Graphic and Design Studies,EmployedFT,1,8,1,3,1,8,4,4,3,30,63
Bachelor,97,Not married,"Health, nfd",EmployedPT,0,2,2,2,3,7,1,7,4,25,53
Bachelor,98,Not married,Mechanical and Industrial Engineering and Technology,EmployedFT,0,7,9,6,5,1,10,0,4,38,80
Bachelor,99,Not married,Maritime Engineering and Technology,Unemployed,1,9,4,8,1,3,3,3,9,37,78
Bachelor,100,Not married,Political Science and Policy Studies,EmployedPT,0,1,5,0,10,7,3,6,1,30,63
Bachelor,101,Not married,Communication and Media Studies,NILF,0,5,6,4,2,6,0,3,6,29,61
Bachelor,102,Not married,Chemical Sciences,Unemployed,0,4,8,5,7,5,0,3,1,30,63
Bachelor,103,Not married,Graphic and Design Studies,NILF,1,3,6,10,7,0,3,4,4,34,72
Bachelor,104,Not married,Optical Science,Unemployed,0,3,5,9,8,6,6,2,2,37,78
Bachelor,105,Not married,Rehabilitation Therapies,Unemployed,1,3,9,8,4,7,9,3,5,44,93
Diploma,0,Not married,Civil Engineering,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,1,Not married,Physics and Astronomy,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,2,Not married,Optical Science,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,3,Not married,Earth Sciences,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,4,Not married,Automotive Engineering and Technology,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,5,Not married,Sales and Marketing,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,6,Not married,Computer Science,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,7,Not married,Aerospace Engineering and Technology,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,8,Not married,"Information Technology, nfd",EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,9,Not married,Veterinary Studies,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,10,Not married,Information Systems,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,11,Not married,Other Education,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,12,Not married,Communication and Media Studies,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,13,Not married,"Engineering and Related Technologies, nfd",EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,14,Not married,Information Systems,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,15,Not married,Geomatic Engineering,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,16,Not married,Nursing,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,17,Not married,Aerospace Engineering and Technology,EmployedFT,4,6,9,2,3,8,1,5,8,41,87
Diploma,18,Not married,Dental Studies,Unemployed,0,5,5,10,2,2,4,2,7,33,70
Diploma,19,Not married,Other Engineering and Related Technologies,EmployedFT,1,1,1,7,1,7,7,1,9,32,67
Diploma,20,Not married,"Education, nfd",EmployedFT,4,4,3,2,8,3,3,7,1,32,67
Diploma,21,Not married,Language and Literature,NILF,2,7,2,8,3,10,9,9,0,45,95
Diploma,22,Not married,Physics and Astronomy,Unemployed,2,0,7,3,8,9,10,7,3,44,93
Diploma,23,Not married,Manufacturing Engineering and Technology,EmployedAway,1,9,8,2,4,7,2,3,5,37,78
Diploma,24,Not married,Visual Arts and Crafts,EmployedAway,2,1,6,6,7,8,9,6,3,43,91
Diploma,25,Not married,"Health, nfd",NILF,3,9,5,4,7,7,6,8,7,50,106
Diploma,26,Not married,Agriculture,EmployedPT,2,3,6,1,6,0,2,9,9,34,72
Diploma,27,Not married,Business and Management,EmployedFT,2,7,3,6,9,9,7,1,3,42,89
Diploma,28,Not married,Medical Studies,NILF,2,6,5,4,5,7,1,3,6,35,74
Diploma,29,Not married,Computer Science,EmployedAway,2,0,1,6,6,5,9,8,1,34,72
Diploma,30,Not married,Maritime Engineering and Technology,EmployedFT,2,4,10,7,6,4,10,6,9,52,110
Diploma,31,Not married,"Information Technology, nfd",EmployedFT,2,8,1,7,4,7,2,1,8,36,76
Diploma,32,Not married,Maritime Engineering and Technology,EmployedFT,1,10,4,6,6,9,8,7,5,50,106
Diploma,33,Not married,Radiography,NILF,0,8,2,2,3,2,4,1,4,23,49
Diploma,34,Not married,Accounting,EmployedFT,1,5,7,5,0,2,9,9,4,38,80
Diploma,35,Not married,Biological Sciences,Unemployed,1,7,9,10,9,8,0,9,7,54,114
Diploma,36,Not married,Business and Management,EmployedPT,0,10,3,1,8,1,5,9,0,33,70
Diploma,37,Not married,Other Natural and Physical Sciences,Unemployed,2,8,0,3,8,0,8,3,9,37,78
Diploma,38,Not married,Studies in Human Society,EmployedPT,2,0,9,6,7,8,1,6,8,42,89
Diploma,39,Not married,Studies in Human Society,EmployedPT,1,6,8,1,8,8,4,4,4,40,84
Diploma,40,Not married,"Natural and Physical Sciences, nfd",EmployedPT,0,7,2,3,1,4,1,7,2,24,51
Diploma,41,Not married,Aerospace Engineering and Technology,EmployedPT,2,6,8,7,9,2,1,8,7,45,95
Diploma,42,Not married,Not applicable,EmployedFT,1,8,2,6,8,1,7,4,0,33,70
Diploma,43,Not married,Pharmacy,NILF,1,7,3,4,6,4,4,8,4,37,78
Diploma,44,Not married,Accounting,Unemployed,0,7,5,0,9,2,1,2,1,24,51
Diploma,45,Not married,Other Information Technology,EmployedFT,1,1,10,4,3,10,4,6,5,40,84
Diploma,46,Not married,Other Engineering and Related Technologies,EmployedAway,2,2,3,3,7,5,10,1,2,32,67
Diploma,47,Not married,"Information Technology, nfd",NILF,1,1,9,8,3,4,9,4,7,41,87
Diploma,48,Not married,Other Information Technology,NILF,1,1,10,10,1,8,2,5,7,41,86
Diploma,49,Not married,Not applicable,EmployedPT,2,4,8,5,4,0,6,0,7,32,68
Diploma,50,Not married,Mechanical and Industrial Engineering and Technology,EmployedPT,2,4,7,1,2,8,0,2,9,32,67
Diploma,51,Not married,Maritime Engineering and Technology,NILF,2,5,1,6,4,6,5,9,7,41,86
Diploma,52,Not married,Other Management and Commerce,EmployedAway,0,7,7,8,5,4,4,1,1,33,70
Diploma,53,Not married,Optical Science,NILF,0,3,8,1,1,9,5,10,1,34,72
Diploma,54,Not married,"Management and Commerce, nfd",EmployedFT,2,10,9,3,1,10,4,9,1,44,93
Diploma,55,Not married,"Management and Commerce, nfd",EmployedFT,0,3,9,10,9,9,10,5,2,51,108
Diploma,56,Not married,Process and Resources Engineering,EmployedFT,1,7,0,4,10,9,8,3,9,46,97
Diploma,57,Not married,Nursing,EmployedPT,1,9,5,1,1,1,6,6,4,31,65
Diploma,58,Not married,Other Information Technology,Unemployed,0,8,9,2,8,7,9,8,1,47,99
Diploma,59,Not married,Electrical and Electronic Engineering and Technology,EmployedAway,1,3,8,3,5,8,6,8,8,45,95
Diploma,60,Not married,Pharmacy,Unemployed,0,9,2,10,1,1,2,0,3,25,53
Diploma,61,Not married,Other Information Technology,Unemployed,0,5,8,8,6,6,8,0,7,43,91
Diploma,62,Not married,Philosophy and Religious Studies,EmployedFT,1,5,4,2,1,9,0,8,9,35,74
Diploma,63,Not married,Manufacturing Engineering and Technology,Unemployed,1,7,10,1,9,7,1,8,10,49,103
Diploma,64,Not married,Dental Studies,EmployedPT,1,3,2,3,6,1,4,5,10,32,67
Diploma,65,Not married,Complementary Therapies,EmployedAway,1,4,0,0,7,6,0,2,8,25,53
Diploma,66,Not married,Biological Sciences,EmployedFT,1,9,10,8,1,10,3,2,6,45,95
Diploma,67,Not married,"Information Technology, nfd",NILF,1,8,3,0,2,8,9,2,6,35,74
Diploma,68,Not married,Information Systems,NILF,1,8,6,4,7,4,9,1,9,44,93
Diploma,69,Not married,Agriculture,NILF,1,8,8,10,4,6,8,5,1,46,97
Diploma,70,Not married,Other Education,EmployedAway,1,6,3,7,8,5,5,3,3,37,78
Diploma,71,Not married,Process and Resources Engineering,EmployedPT,1,4,1,2,2,3,4,0,5,20,42
Diploma,72,Not married,"Natural and Physical Sciences, nfd",EmployedAway,1,7,1,8,8,6,8,9,1,44,93
