Australian Bureau of Statistics

"2006 Census - Counting Persons, Place of Usual Residence"
"QALFP Non-School Qualification: Field of Study and OCC06P Occupation 06 (ANZSCO) by SEXP Sex, MDCP Social Marital Status and AGEP Age (5 Year Groups) by CITP Australian Citizenship and QALLP Non-School Qualification: Level of Education"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"
"CITP Australian Citizenship","Australian"
"QALLP Non-School Qualification: Level of Education","Bachelor Degree Level"

,"SEXP Sex","Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Architecture and Urban Environment","Managers",0,0,0,0,0,11,83,121,132,182,185,143,61,29,3,3,0,0,0,0,0,0,0,0,0,0,25,27,24,23,14,20,14,3,9,0,0,0,0,0,0,0,0,0,0,3,5,30,43,17,28,30,28,16,15,0,0,3,0,0,0,0,0,0,0,0,0,0,19,55,66,49,34,26,13,15,3,0,0,0,0,0,0,0,0,0,0,0,3,19,7,12,17,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,30,30,17,18,19,3,5,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,19,219,635,770,811,915,853,643,458,153,53,18,8,3,0,0,0,0,0,0,0,47,247,278,184,137,99,103,85,38,15,5,0,0,0,0,0,0,0,0,0,0,311,704,404,239,178,161,179,146,94,28,4,3,3,3,0,0,0,0,0,0,0,25,257,478,518,336,247,144,69,24,7,7,0,0,0,0,0,0,0,0,0,0,97,274,234,134,69,48,21,12,8,0,0,0,0,0,0,0,0,0,0,0,0,448,575,291,191,135,76,63,33,20,7,3,0,0,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,11,40,66,80,80,85,84,60,26,8,4,0,0,0,0,0,0,0,0,0,0,17,32,18,19,15,10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,94,97,42,26,21,27,32,12,3,0,0,0,0,0,0,0,0,0,0,0,0,5,17,39,43,35,38,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,14,8,10,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,92,62,26,20,9,12,4,4,0,0,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,3,7,13,11,5,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,9,7,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,20,18,12,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,4,7,5,8,7,0,5,0,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,0,11,31,21,28,49,47,37,19,4,3,0,0,0,0,0,0,0,0,0,0,0,9,13,3,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,17,12,9,17,12,4,4,3,0,0,0,0,0,0,0,0,0,0,0,4,21,56,73,58,60,34,9,3,0,0,0,0,0,0,0,0,0,0,0,0,7,13,16,14,7,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,57,57,34,23,13,20,10,7,4,0,0,0,0,0,0,0,0,
,"Sales Workers",0,0,0,0,0,7,21,22,15,24,19,9,3,4,3,0,3,0,0,0,0,0,0,0,0,0,8,5,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,20,7,7,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,20,20,15,12,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,17,15,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,46,16,14,4,5,7,0,3,0,0,0,0,0,0,0,0,
,"Machinery Operators And Drivers",0,0,0,0,0,0,0,7,14,14,9,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,4,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Labourers",0,0,0,0,0,0,7,11,19,18,17,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,8,3,9,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,0,8,3,3,0,4,10,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,0,3,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,0,16,23,19,29,37,47,86,177,183,122,136,105,28,6,0,0,0,0,0,0,8,10,11,6,8,10,16,8,11,11,5,10,7,0,0,0,0,0,0,0,3,117,83,27,29,39,37,36,34,46,57,32,40,45,17,3,3,0,0,0,0,0,3,58,202,247,144,67,57,39,31,30,17,14,8,3,0,0,0,0,0,0,0,8,25,24,37,11,5,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,105,56,36,44,29,33,18,22,22,20,8,13,15,5,0,0,0,
"Building","Managers",0,0,0,0,4,121,406,412,321,241,179,105,53,15,8,0,0,0,0,0,0,0,0,0,0,16,75,77,36,28,19,11,5,7,0,0,0,0,0,0,0,0,0,0,0,0,106,198,120,37,20,30,23,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,10,17,14,3,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,0,42,111,119,105,106,100,75,28,13,3,0,0,0,0,0,0,0,0,0,0,8,40,26,14,3,14,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,71,79,54,34,11,9,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,18,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,3,49,134,130,91,80,71,40,11,6,4,0,0,0,0,0,0,0,0,0,0,4,29,28,17,9,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,62,94,51,40,15,16,15,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,0,6,10,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,5,45,81,71,63,52,29,21,13,6,0,0,0,0,0,0,0,0,0,0,0,5,38,24,16,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,70,115,44,19,9,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Sales Workers",0,0,0,0,0,5,9,12,10,7,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
,"Machinery Operators And Drivers",0,0,0,0,0,0,3,5,7,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Labourers",0,0,0,0,3,4,5,9,8,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,8,4,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,0,4,3,5,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,3,4,16,18,15,11,18,22,52,61,26,25,9,6,0,0,0,0,0,0,0,0,4,4,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,26,14,13,5,8,15,18,11,8,3,7,3,0,0,0,0,0,0,0,0,0,6,20,17,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,0,3,3,0,0,3,0,0,0,0,0,0,
"Agriculture, Environmental and Related  Studies, nfd","Managers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Sales Workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Machinery Operators And Drivers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Labourers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Agriculture","Managers",0,0,0,0,6,112,299,344,252,248,263,163,90,46,24,12,6,0,0,0,0,0,0,0,0,11,66,29,17,24,14,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,67,116,66,45,34,32,43,28,12,7,8,0,5,0,0,0,0,0,0,0,0,0,38,69,75,64,52,32,16,0,7,0,3,0,0,0,0,0,0,0,0,0,9,24,10,3,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,21,8,11,8,9,7,0,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,9,80,167,191,197,198,168,157,73,36,10,9,0,0,0,0,0,0,0,0,0,20,55,39,16,13,11,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,114,122,61,26,33,25,27,26,3,5,0,0,0,0,0,0,0,0,0,0,0,10,76,106,84,71,55,43,12,5,7,0,0,0,0,0,0,0,0,0,0,0,24,55,22,18,7,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,88,103,50,26,20,19,9,17,0,0,0,0,0,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,0,14,14,28,49,46,32,20,12,3,0,0,0,0,0,0,0,0,0,0,0,5,4,8,4,3,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,19,17,12,17,11,9,4,0,6,0,0,0,0,0,0,0,0,0,0,0,4,18,25,12,22,13,17,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,18,8,4,7,5,3,0,0,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,3,15,7,10,14,10,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,14,15,16,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,12,4,5,5,10,7,0,0,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,3,5,27,25,38,36,26,20,13,7,3,0,0,0,0,0,0,0,0,0,0,3,10,9,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,4,3,13,9,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,41,48,43,47,29,18,16,3,0,0,0,0,0,0,0,0,0,0,0,0,12,27,11,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,42,20,17,15,9,3,0,0,0,0,0,0,0,0,0,0,
,"Sales Workers",0,0,0,0,0,21,45,48,34,34,23,18,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,10,11,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,10,8,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,7,3,10,4,0,0,0,0,0,0,0,0,0,0,0,
,"Machinery Operators And Drivers",0,0,0,0,0,5,12,28,41,34,32,19,12,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,3,6,3,7,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,
,"Labourers",0,0,0,0,3,5,25,29,28,31,34,25,12,7,0,0,0,0,0,0,0,0,0,0,0,5,7,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,7,9,3,3,5,13,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,8,12,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,6,4,0,9,0,3,0,0,0,0,0,0,0,0,0,
,"Inadequately described",0,0,0,0,0,0,3,4,14,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,"Not applicable",0,0,0,0,0,4,12,19,30,39,34,69,98,134,121,114,75,26,5,0,0,0,0,0,0,0,3,3,3,3,3,0,10,5,3,3,3,4,0,0,0,0,0,0,0,0,21,20,10,14,16,11,19,35,32,27,26,37,28,9,3,0,0,0,0,0,0,3,60,104,89,64,43,38,21,15,21,16,7,6,3,0,0,0,0,0,0,0,13,11,11,10,11,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,31,12,10,11,12,17,23,15,14,8,7,7,7,0,0,0,
"Horticulture and Viticulture","Managers",0,0,0,0,0,14,45,53,39,39,28,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,10,14,8,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,17,9,13,13,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,12,9,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,8,5,6,0,0,0,0,0,0,0,0,0,0,0,
,"Professionals",0,0,0,0,0,9,26,23,28,20,12,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,12,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,15,12,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,7,5,4,3,6,0,0,0,0,0,0,0,0,0,0,
,"Technicians and Trades Workers",0,0,0,0,0,13,42,39,34,18,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,14,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,25,17,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,16,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,15,4,5,7,0,0,0,0,0,0,0,0,0,0,0,
,"Community and Personal Service Workers",0,0,0,0,0,3,0,7,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,
,"Clerical and Administrative Workers",0,0,0,0,0,5,10,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,8,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,
