AGEP Age,MDCP Social Marital Status,OCC06P Occupation 06 (ANZSCO),None,One,Two,Three,Four,Five,Six or more,Not applicable,Total
28,Married in a de facto marriage,Technicians and Trades Workers,81,19,10,3,0,0,0,423,542
28,Married in a de facto marriage,Community and Personal Service Workers,170,38,30,3,0,0,0,193,434
28,Married in a de facto marriage,Clerical and Administrative Workers,788,154,91,11,3,0,0,334,1390
28,Married in a de facto marriage,Sales Workers,274,80,51,11,0,0,0,362,775
28,Married in a de facto marriage,Machinery Operators And Drivers,31,11,7,0,0,0,0,442,492
28,Married in a de facto marriage,Labourers,91,42,40,16,0,0,0,435,616
28,Married in a de facto marriage,Inadequately described,18,3,0,0,0,0,0,34,61
28,Married in a de facto marriage,Not stated,5,3,3,3,0,0,0,16,29
28,Married in a de facto marriage,Not applicable,106,307,307,129,36,9,3,173,1069
28,Not married,Managers,444,37,10,7,0,0,0,851,1345
28,Not married,Professionals,313,24,5,0,3,0,0,591,943
28,Not married,Technicians and Trades Workers,131,21,5,3,0,0,0,915,1074
28,Not married,Community and Personal Service Workers,339,74,25,10,7,0,0,453,895
28,Not married,Clerical and Administrative Workers,1321,164,54,11,0,0,0,787,2335
28,Not married,Sales Workers,545,82,47,7,0,0,0,834,1517
28,Not married,Machinery Operators And Drivers,77,11,15,0,0,0,0,944,1042
28,Not married,Labourers,241,64,34,14,3,0,0,1130,1478
28,Not married,Inadequately described,32,3,0,0,0,0,0,112,154
28,Not married,Not stated,27,3,3,0,0,0,0,73,105
28,Not married,Not applicable,525,376,329,140,53,13,4,1225,2668
29,Married in a registered marriage,Managers,282,170,145,49,3,0,0,1065,1724
29,Married in a registered marriage,Professionals,182,130,73,15,0,0,0,477,888
29,Married in a registered marriage,Technicians and Trades Workers,60,33,46,15,3,0,0,683,847
29,Married in a registered marriage,Community and Personal Service Workers,131,103,121,40,5,0,0,275,675
29,Married in a registered marriage,Clerical and Administrative Workers,967,708,684,163,22,3,0,506,3046
29,Married in a registered marriage,Sales Workers,277,239,254,58,8,0,0,611,1438
29,Married in a registered marriage,Machinery Operators And Drivers,22,18,27,11,0,0,0,816,898
29,Married in a registered marriage,Labourers,87,87,130,30,9,0,0,570,923
29,Married in a registered marriage,Inadequately described,18,12,24,0,0,0,0,53,105
29,Married in a registered marriage,Not stated,3,20,24,10,0,0,0,33,80
29,Married in a registered marriage,Not applicable,166,931,1450,750,187,36,7,265,3794
29,Married in a de facto marriage,Managers,257,41,28,7,0,0,0,499,823
29,Married in a de facto marriage,Professionals,195,35,17,6,0,0,0,283,532
29,Married in a de facto marriage,Technicians and Trades Workers,54,20,11,8,0,0,0,431,520
29,Married in a de facto marriage,Community and Personal Service Workers,158,52,48,17,7,0,0,192,485
29,Married in a de facto marriage,Clerical and Administrative Workers,703,138,93,26,3,0,0,307,1263
29,Married in a de facto marriage,Sales Workers,201,78,52,17,0,0,0,352,702
29,Married in a de facto marriage,Machinery Operators And Drivers,32,8,7,4,0,0,0,475,520
29,Married in a de facto marriage,Labourers,78,42,40,21,8,0,0,454,645
29,Married in a de facto marriage,Inadequately described,26,3,6,0,0,0,0,39,65
29,Married in a de facto marriage,Not stated,6,3,0,0,0,0,0,9,24
29,Married in a de facto marriage,Not applicable,111,281,340,160,55,17,3,187,1148
29,Not married,Managers,433,38,14,0,0,0,0,819,1305
29,Not married,Professionals,302,21,15,4,0,0,0,577,913
29,Not married,Technicians and Trades Workers,120,11,7,7,0,0,0,820,966
29,Not married,Community and Personal Service Workers,362,81,33,10,0,0,0,379,868
29,Not married,Clerical and Administrative Workers,1309,169,78,10,0,0,0,696,2263
29,Not married,Sales Workers,499,94,50,9,0,0,0,730,1387
29,Not married,Machinery Operators And Drivers,59,11,3,3,0,0,0,951,1026
29,Not married,Labourers,213,58,37,11,0,0,0,1064,1384
29,Not married,Inadequately described,51,7,0,0,0,0,0,91,150
29,Not married,Not stated,34,0,0,0,0,0,0,71,111
29,Not married,Not applicable,458,379,361,166,45,11,10,1168,2604
30,Married in a registered marriage,Managers,267,158,211,68,9,0,0,1282,1997
30,Married in a registered marriage,Professionals,215,122,87,20,9,0,0,567,1025
30,Married in a registered marriage,Technicians and Trades Workers,67,51,62,18,3,0,0,800,998
30,Married in a registered marriage,Community and Personal Service Workers,113,124,184,53,3,0,0,328,811
30,Married in a registered marriage,Clerical and Administrative Workers,868,820,862,216,39,3,0,634,3441
30,Married in a registered marriage,Sales Workers,269,256,342,87,11,0,0,673,1644
30,Married in a registered marriage,Machinery Operators And Drivers,30,19,20,15,0,0,0,934,1020
30,Married in a registered marriage,Labourers,90,83,173,64,8,3,0,769,1193
30,Married in a registered marriage,Inadequately described,21,15,10,5,0,0,0,64,127
30,Married in a registered marriage,Not stated,4,16,15,8,0,0,0,29,70
30,Married in a registered marriage,Not applicable,163,1000,1702,843,263,47,23,307,4349
30,Married in a de facto marriage,Managers,246,49,32,6,0,0,0,545,882
30,Married in a de facto marriage,Professionals,156,41,14,5,0,0,0,301,518
30,Married in a de facto marriage,Technicians and Trades Workers,52,20,8,3,0,0,0,410,484
30,Married in a de facto marriage,Community and Personal Service Workers,139,45,48,14,0,0,0,168,412
30,Married in a de facto marriage,Clerical and Administrative Workers,587,174,128,33,3,0,0,337,1262
30,Married in a de facto marriage,Sales Workers,213,87,71,19,0,0,0,337,739
30,Married in a de facto marriage,Machinery Operators And Drivers,39,10,10,4,0,0,0,448,502
30,Married in a de facto marriage,Labourers,86,47,41,8,9,0,0,431,624
30,Married in a de facto marriage,Inadequately described,9,3,9,0,0,0,0,31,54
30,Married in a de facto marriage,Not stated,7,4,6,0,0,0,0,16,32
30,Married in a de facto marriage,Not applicable,91,273,353,186,59,18,9,203,1187
30,Not married,Managers,354,49,19,3,0,0,0,815,1239
30,Not married,Professionals,294,36,14,3,0,0,0,531,884
30,Not married,Technicians and Trades Workers,121,12,17,0,0,0,0,810,959
30,Not married,Community and Personal Service Workers,267,74,49,9,6,0,0,388,797
30,Not married,Clerical and Administrative Workers,1184,183,110,31,4,0,0,638,2152
30,Not married,Sales Workers,446,92,62,12,3,0,0,623,1235
30,Not married,Machinery Operators And Drivers,69,19,11,0,0,0,0,1009,1110
30,Not married,Labourers,233,48,47,18,3,0,0,1009,1356
30,Not married,Inadequately described,38,0,3,0,0,0,0,75,120
30,Not married,Not stated,12,7,4,0,0,0,0,51,78
30,Not married,Not applicable,431,369,388,204,65,16,11,1220,2702
31,Married in a registered marriage,Managers,273,186,242,97,11,0,3,1559,2365
31,Married in a registered marriage,Professionals,173,155,144,27,3,0,0,666,1174
31,Married in a registered marriage,Technicians and Trades Workers,60,54,81,22,4,0,0,887,1104
31,Married in a registered marriage,Community and Personal Service Workers,115,106,219,68,18,0,0,369,888
31,Married in a registered marriage,Clerical and Administrative Workers,857,818,1113,290,68,8,0,675,3835
31,Married in a registered marriage,Sales Workers,269,311,421,121,13,6,0,714,1849
31,Married in a registered marriage,Machinery Operators And Drivers,31,28,39,16,3,0,0,1004,1120
31,Married in a registered marriage,Labourers,91,103,207,72,19,3,0,785,1285
31,Married in a registered marriage,Inadequately described,18,18,28,4,0,0,0,87,171
31,Married in a registered marriage,Not stated,12,12,22,12,0,0,0,32,80
31,Married in a registered marriage,Not applicable,184,961,1851,974,308,70,20,305,4679
31,Married in a de facto marriage,Managers,210,55,38,12,0,0,0,533,847
31,Married in a de facto marriage,Professionals,161,33,12,10,0,0,0,239,458
31,Married in a de facto marriage,Technicians and Trades Workers,35,9,23,3,0,0,0,361,440
31,Married in a de facto marriage,Community and Personal Service Workers,116,47,48,19,5,0,0,194,427
31,Married in a de facto marriage,Clerical and Administrative Workers,562,176,118,37,4,0,0,290,1188
31,Married in a de facto marriage,Sales Workers,189,66,69,31,0,0,0,327,678
31,Married in a de facto marriage,Machinery Operators And Drivers,35,3,10,4,0,0,0,425,474
31,Married in a de facto marriage,Labourers,84,29,58,17,3,0,0,407,600
31,Married in a de facto marriage,Inadequately described,13,9,0,0,0,0,0,44,62
31,Married in a de facto marriage,Not stated,3,6,0,3,0,0,0,18,22
31,Married in a de facto marriage,Not applicable,89,248,339,177,58,22,15,216,1158
31,Not married,Managers,355,44,38,3,4,0,0,776,1222
31,Not married,Professionals,280,29,19,7,3,0,0,469,803
31,Not married,Technicians and Trades Workers,104,22,10,0,0,0,0,730,865
31,Not married,Community and Personal Service Workers,274,64,38,22,3,0,0,406,807
31,Not married,Clerical and Administrative Workers,1029,194,107,21,3,3,0,600,1965
31,Not married,Sales Workers,396,113,70,19,0,0,0,625,1222
31,Not married,Machinery Operators And Drivers,67,16,9,5,0,0,0,924,1016
31,Not married,Labourers,199,57,49,14,4,0,0,990,1318
31,Not married,Inadequately described,45,7,4,0,0,0,0,91,150
31,Not married,Not stated,9,5,4,0,0,0,0,47,66
31,Not married,Not applicable,436,359,395,187,78,20,13,1229,2718
32,Married in a registered marriage,Managers,265,227,299,128,35,0,0,1762,2720
32,Married in a registered marriage,Professionals,190,160,186,30,6,0,0,716,1289
32,Married in a registered marriage,Technicians and Trades Workers,56,49,82,36,0,0,0,921,1139
32,Married in a registered marriage,Community and Personal Service Workers,118,100,235,77,15,3,3,371,918
32,Married in a registered marriage,Clerical and Administrative Workers,734,751,1286,366,70,13,0,754,3977
32,Married in a registered marriage,Sales Workers,215,259,452,143,19,3,0,815,1904
32,Married in a registered marriage,Machinery Operators And Drivers,22,29,50,11,0,0,0,1018,1131
32,Married in a registered marriage,Labourers,67,99,241,81,13,3,0,805,1317
32,Married in a registered marriage,Inadequately described,8,16,20,10,3,0,0,88,149
32,Married in a registered marriage,Not stated,7,20,26,8,6,3,0,40,104
32,Married in a registered marriage,Not applicable,129,870,1884,1093,320,81,35,381,4793
32,Married in a de facto marriage,Managers,197,48,42,10,3,0,0,504,799
32,Married in a de facto marriage,Professionals,145,28,16,7,0,0,0,287,488
32,Married in a de facto marriage,Technicians and Trades Workers,45,15,19,7,0,0,0,345,432
32,Married in a de facto marriage,Community and Personal Service Workers,84,40,43,18,6,0,0,188,369
32,Married in a de facto marriage,Clerical and Administrative Workers,471,181,144,48,3,3,0,279,1141
32,Married in a de facto marriage,Sales Workers,169,65,76,10,0,0,0,308,629
32,Married in a de facto marriage,Machinery Operators And Drivers,20,10,7,6,0,0,0,402,436
32,Married in a de facto marriage,Labourers,67,44,62,17,7,0,0,357,561
32,Married in a de facto marriage,Inadequately described,16,4,0,0,0,0,0,33,55
32,Married in a de facto marriage,Not stated,6,3,0,0,0,0,0,11,17
32,Married in a de facto marriage,Not applicable,73,251,319,156,60,24,10,209,1097
32,Not married,Managers,368,51,21,6,0,0,0,679,1131
32,Not married,Professionals,261,37,22,7,0,0,0,410,737
32,Not married,Technicians and Trades Workers,89,18,13,6,3,0,0,653,786
32,Not married,Community and Personal Service Workers,251,51,48,21,0,0,0,354,730
32,Not married,Clerical and Administrative Workers,996,174,127,32,9,0,0,578,1915
32,Not married,Sales Workers,375,107,65,18,4,3,0,571,1140
32,Not married,Machinery Operators And Drivers,65,13,10,5,0,0,0,797,900
32,Not married,Labourers,153,64,44,24,3,4,0,911,1200
32,Not married,Inadequately described,41,0,6,0,0,0,0,93,134
32,Not married,Not stated,9,0,11,0,0,0,0,43,66
32,Not married,Not applicable,393,316,386,212,91,18,14,1169,2595
33,Married in a registered marriage,Managers,227,190,321,120,33,0,0,1847,2739
33,Married in a registered marriage,Professionals,139,163,202,48,15,3,0,758,1329
33,Married in a registered marriage,Technicians and Trades Workers,45,53,97,36,5,0,0,866,1104
33,Married in a registered marriage,Community and Personal Service Workers,94,111,263,88,12,0,3,436,1011
33,Married in a registered marriage,Clerical and Administrative Workers,662,698,1404,443,61,12,0,741,4025
33,Married in a registered marriage,Sales Workers,210,229,512,164,19,3,0,819,1960
33,Married in a registered marriage,Machinery Operators And Drivers,18,28,54,18,3,0,0,1024,1148
33,Married in a registered marriage,Labourers,62,110,225,104,19,0,0,770,1291
33,Married in a registered marriage,Inadequately described,24,16,24,11,4,0,0,79,153
33,Married in a registered marriage,Not stated,13,11,25,9,0,0,0,33,92
33,Married in a registered marriage,Not applicable,182,797,1948,1089,369,83,40,411,4913
33,Married in a de facto marriage,Managers,162,44,32,11,6,0,0,401,656
33,Married in a de facto marriage,Professionals,128,39,19,8,0,0,0,275,473
33,Married in a de facto marriage,Technicians and Trades Workers,41,11,12,10,0,0,0,302,377
33,Married in a de facto marriage,Community and Personal Service Workers,75,28,36,20,8,3,0,146,312
33,Married in a de facto marriage,Clerical and Administrative Workers,420,152,117,34,7,3,0,248,981
33,Married in a de facto marriage,Sales Workers,114,66,59,17,3,0,0,257,515
33,Married in a de facto marriage,Machinery Operators And Drivers,26,8,5,4,0,0,0,324,366
33,Married in a de facto marriage,Labourers,54,28,48,17,6,3,0,284,442
33,Married in a de facto marriage,Inadequately described,9,6,3,3,0,0,0,36,54
33,Married in a de facto marriage,Not stated,11,3,6,3,0,0,0,6,24
33,Married in a de facto marriage,Not applicable,63,201,292,152,61,23,16,178,980
33,Not married,Managers,323,40,36,11,0,0,0,629,1037
33,Not married,Professionals,235,33,21,3,0,0,0,378,676
33,Not married,Technicians and Trades Workers,83,17,15,4,0,0,0,557,676
33,Not married,Community and Personal Service Workers,196,73,75,24,7,0,0,310,680
33,Not married,Clerical and Administrative Workers,865,227,150,42,10,0,0,505,1798
33,Not married,Sales Workers,282,95,83,15,5,0,0,414,891
33,Not married,Machinery Operators And Drivers,51,7,9,4,0,0,0,675,746
33,Not married,Labourers,166,57,53,20,7,0,0,686,986
33,Not married,Inadequately described,31,0,6,3,0,0,0,74,115
33,Not married,Not stated,7,3,3,0,0,0,0,49,66
33,Not married,Not applicable,390,279,347,188,93,23,19,1001,2341
34,Married in a registered marriage,Managers,228,195,369,157,44,8,3,1916,2927
34,Married in a registered marriage,Professionals,164,173,201,66,8,4,0,873,1493
34,Married in a registered marriage,Technicians and Trades Workers,38,57,108,28,11,3,0,855,1096
34,Married in a registered marriage,Community and Personal Service Workers,108,120,281,123,25,6,4,473,1145
34,Married in a registered marriage,Clerical and Administrative Workers,612,625,1625,504,103,21,3,844,4336
34,Married in a registered marriage,Sales Workers,185,215,538,153,38,5,4,803,1938
34,Married in a registered marriage,Machinery Operators And Drivers,25,21,61,23,3,0,0,965,1105
34,Married in a registered marriage,Labourers,84,98,250,110,28,4,0,750,1331
34,Married in a registered marriage,Inadequately described,10,19,21,12,0,0,0,89,154
34,Married in a registered marriage,Not stated,5,9,22,13,0,0,0,47,100
34,Married in a registered marriage,Not applicable,153,755,2021,1169,390,103,44,395,5037
34,Married in a de facto marriage,Managers,161,45,44,6,0,0,0,445,699
34,Married in a de facto marriage,Professionals,105,23,24,9,0,0,0,246,411
34,Married in a de facto marriage,Technicians and Trades Workers,31,16,6,4,3,0,0,292,346
34,Married in a de facto marriage,Community and Personal Service Workers,88,36,46,25,3,3,0,159,359
34,Married in a de facto marriage,Clerical and Administrative Workers,368,168,159,46,8,0,0,234,990
34,Married in a de facto marriage,Sales Workers,123,63,63,16,5,0,0,219,499
34,Married in a de facto marriage,Machinery Operators And Drivers,33,8,4,0,3,0,0,255,303
34,Married in a de facto marriage,Labourers,59,30,54,16,3,3,0,252,429
34,Married in a de facto marriage,Inadequately described,7,4,3,0,0,0,0,25,41
34,Married in a de facto marriage,Not stated,3,3,3,3,3,0,0,18,31
34,Married in a de facto marriage,Not applicable,62,175,263,138,68,18,9,156,888
34,Not married,Managers,313,51,39,11,3,0,0,623,1039
34,Not married,Professionals,247,39,33,6,3,3,0,422,749
34,Not married,Technicians and Trades Workers,82,19,15,12,0,0,0,475,598
34,Not married,Community and Personal Service Workers,214,63,56,22,10,0,0,323,691
34,Not married,Clerical and Administrative Workers,861,201,166,49,14,4,0,551,1851
34,Not married,Sales Workers,295,79,75,26,5,0,0,414,900
34,Not married,Machinery Operators And Drivers,38,11,9,8,0,0,0,671,738
34,Not married,Labourers,146,62,48,20,7,3,0,641,925
34,Not married,Inadequately described,25,0,3,0,0,0,0,55,88
34,Not married,Not stated,10,3,0,4,0,0,0,44,57
34,Not married,Not applicable,324,289,354,196,102,28,7,1017,2317
35,Married in a registered marriage,Managers,204,186,443,198,43,7,6,2086,3165
35,Married in a registered marriage,Professionals,126,144,278,79,14,3,0,946,1587
35,Married in a registered marriage,Technicians and Trades Workers,36,61,104,42,8,3,0,898,1157
35,Married in a registered marriage,Community and Personal Service Workers,59,116,344,139,33,11,0,545,1242
35,Married in a registered marriage,Clerical and Administrative Workers,560,662,1811,655,125,18,3,874,4716
35,Married in a registered marriage,Sales Workers,172,163,536,197,28,0,0,829,1923
35,Married in a registered marriage,Machinery Operators And Drivers,16,20,67,23,8,0,0,975,1116
35,Married in a registered marriage,Labourers,67,89,304,124,31,12,3,764,1385
35,Married in a registered marriage,Inadequately described,22,17,31,13,0,0,0,82,166
35,Married in a registered marriage,Not stated,3,12,31,13,0,3,0,39,105
35,Married in a registered marriage,Not applicable,148,719,2072,1333,436,100,63,482,5357
35,Married in a de facto marriage,Managers,136,48,62,9,3,0,0,420,683
35,Married in a de facto marriage,Professionals,101,40,26,10,0,0,0,250,424
35,Married in a de facto marriage,Technicians and Trades Workers,32,15,19,0,0,0,0,227,294
35,Married in a de facto marriage,Community and Personal Service Workers,74,27,42,21,6,0,3,174,346
35,Married in a de facto marriage,Clerical and Administrative Workers,333,155,148,55,11,3,0,251,955
35,Married in a de facto marriage,Sales Workers,107,49,47,13,3,0,0,178,396
35,Married in a de facto marriage,Machinery Operators And Drivers,16,3,11,0,0,0,0,252,291
35,Married in a de facto marriage,Labourers,52,27,43,14,3,0,0,208,352
35,Married in a de facto marriage,Inadequately described,10,4,7,0,0,0,0,28,44
35,Married in a de facto marriage,Not stated,4,0,3,0,0,0,0,13,23
35,Married in a de facto marriage,Not applicable,56,181,207,144,69,15,11,159,843
35,Not married,Managers,296,49,53,7,7,0,0,591,1000
35,Not married,Professionals,219,40,37,3,0,3,3,403,710
35,Not married,Technicians and Trades Workers,59,25,19,4,0,0,0,418,521
35,Not married,Community and Personal Service Workers,174,70,72,18,8,0,0,322,673
35,Not married,Clerical and Administrative Workers,817,193,205,44,15,0,3,536,1820
35,Not married,Sales Workers,250,85,84,20,6,0,0,397,852
35,Not married,Machinery Operators And Drivers,49,14,13,0,0,0,0,572,654
35,Not married,Labourers,139,44,61,27,11,4,0,598,883
35,Not married,Inadequately described,12,3,3,0,0,0,0,59,77
35,Not married,Not stated,8,3,3,0,0,0,0,36,52
35,Not married,Not applicable,340,281,319,215,78,37,19,970,2250
36,Married in a registered marriage,Managers,146,162,403,195,56,7,3,2030,3001
36,Married in a registered marriage,Professionals,115,112,290,79,17,3,0,855,1478
36,Married in a registered marriage,Technicians and Trades Workers,33,43,109,46,13,3,0,848,1095
36,Married in a registered marriage,Community and Personal Service Workers,65,95,294,130,26,11,0,498,1128
36,Married in a registered marriage,Clerical and Administrative Workers,457,584,1765,676,118,26,10,855,4483
36,Married in a registered marriage,Sales Workers,146,156,525,168,43,7,0,754,1794
36,Married in a registered marriage,Machinery Operators And Drivers,22,29,52,19,5,0,0,989,1113
36,Married in a registered marriage,Labourers,57,79,302,95,34,5,3,658,1236
36,Married in a registered marriage,Inadequately described,13,15,28,4,3,0,0,83,152
36,Married in a registered marriage,Not stated,4,9,32,18,3,0,0,33,98
36,Married in a registered marriage,Not applicable,147,555,1884,1134,385,113,71,470,4753
36,Married in a de facto marriage,Managers,85,39,45,19,4,0,0,370,557
36,Married in a de facto marriage,Professionals,77,34,34,4,0,0,0,201,360
36,Married in a de facto marriage,Technicians and Trades Workers,17,8,14,5,4,0,0,217,270
36,Married in a de facto marriage,Community and Personal Service Workers,50,21,38,14,0,0,0,108,235
36,Married in a de facto marriage,Clerical and Administrative Workers,233,131,151,45,19,0,0,191,765
36,Married in a de facto marriage,Sales Workers,68,35,39,10,3,0,3,143,304
36,Married in a de facto marriage,Machinery Operators And Drivers,17,3,4,0,0,0,0,191,213
36,Married in a de facto marriage,Labourers,31,26,38,21,4,0,0,196,319
36,Married in a de facto marriage,Inadequately described,0,0,5,3,0,0,0,18,28
36,Married in a de facto marriage,Not stated,0,0,6,0,0,0,0,3,11
36,Married in a de facto marriage,Not applicable,48,130,174,131,42,9,15,144,687
36,Not married,Managers,230,40,40,12,0,0,0,514,841
36,Not married,Professionals,208,38,35,10,5,0,0,350,640
36,Not married,Technicians and Trades Workers,74,16,19,6,0,4,0,414,533
36,Not married,Community and Personal Service Workers,147,44,62,25,11,4,0,241,541
36,Not married,Clerical and Administrative Workers,743,181,181,53,19,0,0,452,1638
36,Not married,Sales Workers,185,74,73,18,5,0,0,290,645
36,Not married,Machinery Operators And Drivers,42,10,9,10,0,0,0,533,599
36,Not married,Labourers,114,53,66,36,11,0,0,518,794
36,Not married,Inadequately described,20,5,8,0,3,0,0,37,70
36,Not married,Not stated,15,3,3,3,0,0,0,37,56
36,Not married,Not applicable,298,233,320,183,77,23,26,863,2025
37,Married in a registered marriage,Managers,148,131,453,208,42,10,0,2036,3029
37,Married in a registered marriage,Professionals,104,112,275,77,18,0,0,886,1477
37,Married in a registered marriage,Technicians and Trades Workers,26,40,106,46,10,0,0,845,1076
37,Married in a registered marriage,Community and Personal Service Workers,49,83,339,154,31,7,0,556,1226
37,Married in a registered marriage,Clerical and Administrative Workers,367,480,1711,672,159,14,6,847,4255
37,Married in a registered marriage,Sales Workers,83,128,481,180,30,5,0,751,1672
37,Married in a registered marriage,Machinery Operators And Drivers,15,22,62,23,10,0,0,943,1075
37,Married in a registered marriage,Labourers,42,78,245,125,35,8,0,627,1159
37,Married in a registered marriage,Inadequately described,5,7,34,13,3,0,0,76,143
37,Married in a registered marriage,Not stated,7,16,30,13,4,0,0,39,109
37,Married in a registered marriage,Not applicable,115,507,1652,1096,417,130,57,484,4456
37,Married in a de facto marriage,Managers,83,42,41,10,3,0,0,338,513
37,Married in a de facto marriage,Professionals,70,33,28,10,0,0,0,210,345
37,Married in a de facto marriage,Technicians and Trades Workers,25,5,14,6,0,3,0,184,233
37,Married in a de facto marriage,Community and Personal Service Workers,44,20,24,17,6,0,0,119,233
37,Married in a de facto marriage,Clerical and Administrative Workers,197,109,128,37,15,0,0,172,657
37,Married in a de facto marriage,Sales Workers,57,32,52,20,3,0,0,158,322
37,Married in a de facto marriage,Machinery Operators And Drivers,4,6,10,3,0,0,0,168,187
37,Married in a de facto marriage,Labourers,31,16,30,13,3,3,0,168,259
37,Married in a de facto marriage,Inadequately described,10,3,0,4,0,0,0,19,35
37,Married in a de facto marriage,Not stated,0,5,3,3,0,0,0,7,11
37,Married in a de facto marriage,Not applicable,46,115,150,104,38,13,12,143,622
37,Not married,Managers,205,47,39,15,4,0,3,487,799
37,Not married,Professionals,178,38,36,8,0,0,0,358,615
37,Not married,Technicians and Trades Workers,53,20,10,8,0,0,0,364,463
37,Not married,Community and Personal Service Workers,128,44,77,26,16,3,3,238,528
37,Not married,Clerical and Administrative Workers,689,176,198,67,13,0,0,436,1578
37,Not married,Sales Workers,147,76,69,31,9,0,0,304,638
37,Not married,Machinery Operators And Drivers,28,3,9,4,0,0,0,522,575
37,Not married,Labourers,101,42,44,19,5,3,3,437,649
37,Not married,Inadequately described,15,3,6,0,0,0,0,55,79
37,Not married,Not stated,9,3,0,0,0,0,0,19,36
37,Not married,Not applicable,287,216,258,172,80,41,17,769,1842
38,Married in a registered marriage,Managers,132,128,402,207,62,9,4,1914,2863
38,Married in a registered marriage,Professionals,98,112,280,87,35,0,0,794,1412
38,Married in a registered marriage,Technicians and Trades Workers,16,25,117,41,12,0,0,738,947
38,Married in a registered marriage,Community and Personal Service Workers,50,60,314,182,39,10,4,464,1121
38,Married in a registered marriage,Clerical and Administrative Workers,345,435,1677,710,156,21,11,828,4181
38,Married in a registered marriage,Sales Workers,107,119,457,209,49,9,0,734,1682
38,Married in a registered marriage,Machinery Operators And Drivers,7,22,74,19,11,0,0,876,1014
38,Married in a registered marriage,Labourers,37,64,271,126,29,7,0,605,1146
38,Married in a registered marriage,Inadequately described,7,15,38,9,6,3,0,85,173
38,Married in a registered marriage,Not stated,4,6,20,16,3,3,0,47,98
38,Married in a registered marriage,Not applicable,109,395,1531,1036,391,119,63,538,4181
38,Married in a de facto marriage,Managers,79,29,33,14,3,0,0,317,486
38,Married in a de facto marriage,Professionals,83,22,22,11,0,0,0,177,315
38,Married in a de facto marriage,Technicians and Trades Workers,21,9,9,0,0,0,0,153,193
38,Married in a de facto marriage,Community and Personal Service Workers,31,17,37,15,8,0,0,109,225
38,Married in a de facto marriage,Clerical and Administrative Workers,177,88,129,55,18,0,0,165,640
38,Married in a de facto marriage,Sales Workers,49,19,38,20,3,0,0,111,237
38,Married in a de facto marriage,Machinery Operators And Drivers,7,7,4,0,0,0,0,154,176
38,Married in a de facto marriage,Labourers,24,23,20,17,7,0,0,133,224
38,Married in a de facto marriage,Inadequately described,3,0,3,0,0,0,0,12,17
38,Married in a de facto marriage,Not stated,0,0,3,0,0,0,0,6,11
38,Married in a de facto marriage,Not applicable,45,84,144,91,45,19,12,143,580
38,Not married,Managers,186,42,56,10,0,0,0,440,728
38,Not married,Professionals,158,39,33,10,0,0,0,318,554
38,Not married,Technicians and Trades Workers,46,10,16,8,4,0,0,342,431
38,Not married,Community and Personal Service Workers,113,43,62,25,5,3,0,209,462
38,Not married,Clerical and Administrative Workers,597,183,207,58,16,3,3,456,1520
38,Not married,Sales Workers,160,46,66,33,5,0,0,248,552
38,Not married,Machinery Operators And Drivers,26,13,9,0,3,0,0,404,455
38,Not married,Labourers,88,40,56,27,10,7,0,382,599
38,Not married,Inadequately described,19,3,5,0,0,0,0,42,76
38,Not married,Not stated,15,0,0,0,0,0,0,24,41
38,Not married,Not applicable,239,188,258,165,80,30,15,753,1727
39,Married in a registered marriage,Managers,114,118,421,226,59,9,0,1948,2903
39,Married in a registered marriage,Professionals,91,95,270,85,20,4,0,839,1407
39,Married in a registered marriage,Technicians and Trades Workers,33,26,116,55,12,3,0,686,920
39,Married in a registered marriage,Community and Personal Service Workers,50,57,327,175,42,4,3,462,1123
39,Married in a registered marriage,Clerical and Administrative Workers,305,400,1727,742,173,30,7,778,4168
39,Married in a registered marriage,Sales Workers,67,111,458,197,35,8,3,674,1553
39,Married in a registered marriage,Machinery Operators And Drivers,10,16,67,26,3,3,3,827,958
39,Married in a registered marriage,Labourers,38,73,277,134,40,11,3,608,1186
39,Married in a registered marriage,Inadequately described,11,7,38,15,0,3,0,80,155
39,Married in a registered marriage,Not stated,3,6,30,15,7,0,4,45,101
39,Married in a registered marriage,Not applicable,125,365,1349,893,363,109,77,496,3778
39,Married in a de facto marriage,Managers,74,29,40,11,3,0,0,290,457
39,Married in a de facto marriage,Professionals,45,22,25,6,3,0,0,185,295
39,Married in a de facto marriage,Technicians and Trades Workers,16,8,9,6,0,0,0,140,185
39,Married in a de facto marriage,Community and Personal Service Workers,31,10,32,8,5,0,0,93,183
39,Married in a de facto marriage,Clerical and Administrative Workers,140,82,134,44,10,0,0,132,543
39,Married in a de facto marriage,Sales Workers,44,25,41,16,4,0,0,126,248
39,Married in a de facto marriage,Machinery Operators And Drivers,10,6,3,0,0,0,0,141,165
39,Married in a de facto marriage,Labourers,18,20,36,16,7,3,0,133,229
39,Married in a de facto marriage,Inadequately described,4,3,0,0,0,0,0,19,31
39,Married in a de facto marriage,Not stated,0,4,6,0,0,0,0,0,8
39,Married in a de facto marriage,Not applicable,34,79,118,78,32,11,9,127,489
39,Not married,Managers,156,35,50,21,8,0,0,426,701
39,Not married,Professionals,158,45,37,11,3,3,0,270,531
39,Not married,Technicians and Trades Workers,40,15,22,3,5,0,0,312,391
39,Not married,Community and Personal Service Workers,101,48,64,32,7,6,0,180,433
