AGEP Age,MDCP Social Marital Status,OCC06P Occupation 06 (ANZSCO),No children,One child,Two children,Three children,Four children,Five children,Six children,Seven children,Eight or more children,Not stated,Not applicable,Total
30,Not married,Not stated,20,3,4,0,0,0,0,0,0,10,80,117
30,Not married,Not applicable,702,296,309,187,84,33,6,0,4,55,1720,3388
31,Married in a registered marriage,Managers,166,167,140,49,8,0,0,0,0,7,959,1505
31,Married in a registered marriage,Professionals,151,148,119,25,9,0,0,0,0,5,546,1011
31,Married in a registered marriage,Technicians and Trades Workers,33,43,50,13,0,0,0,0,0,0,603,752
31,Married in a registered marriage,Community and Personal Service Workers,79,95,136,35,15,3,0,0,0,3,286,663
31,Married in a registered marriage,Clerical and Administrative Workers,401,540,625,190,30,0,5,0,0,16,447,2250
31,Married in a registered marriage,Sales Workers,152,177,274,82,13,0,0,0,0,8,541,1248
31,Married in a registered marriage,Machinery Operators And Drivers,12,20,20,3,0,0,0,0,0,0,818,875
31,Married in a registered marriage,Labourers,41,59,108,34,8,0,0,0,0,0,565,826
31,Married in a registered marriage,Inadequately described,15,20,15,7,6,3,0,0,0,0,74,132
31,Married in a registered marriage,Not stated,3,10,15,0,0,0,0,0,0,11,30,69
31,Married in a registered marriage,Not applicable,118,539,938,508,203,44,24,0,3,21,316,2723
31,Married in a de facto marriage,Managers,216,56,35,8,4,0,0,0,0,8,483,801
31,Married in a de facto marriage,Professionals,129,35,34,0,0,0,0,0,0,0,291,491
31,Married in a de facto marriage,Technicians and Trades Workers,36,4,6,3,0,0,0,0,0,0,340,392
31,Married in a de facto marriage,Community and Personal Service Workers,103,50,38,20,5,0,0,0,0,0,202,428
31,Married in a de facto marriage,Clerical and Administrative Workers,385,163,110,32,0,0,0,0,0,5,265,970
31,Married in a de facto marriage,Sales Workers,173,63,91,21,3,0,0,0,0,6,305,661
31,Married in a de facto marriage,Machinery Operators And Drivers,29,11,14,0,0,0,0,0,0,0,420,474
31,Married in a de facto marriage,Labourers,46,39,28,18,6,0,0,0,0,0,366,503
31,Married in a de facto marriage,Inadequately described,11,3,6,0,0,0,0,0,0,0,43,69
31,Married in a de facto marriage,Not stated,8,0,3,0,0,0,0,0,0,4,16,31
31,Married in a de facto marriage,Not applicable,82,181,252,162,53,17,3,0,0,9,196,957
31,Not married,Managers,346,29,20,3,0,0,0,0,0,8,654,1072
31,Not married,Professionals,256,28,16,0,0,0,0,0,0,13,505,820
31,Not married,Technicians and Trades Workers,84,15,6,3,0,0,0,0,0,6,608,720
31,Not married,Community and Personal Service Workers,247,51,44,15,7,0,0,0,0,6,400,766
31,Not married,Clerical and Administrative Workers,819,124,84,27,3,0,0,0,0,20,565,1642
31,Not married,Sales Workers,414,101,51,20,5,0,0,0,0,8,573,1171
31,Not married,Machinery Operators And Drivers,59,10,3,0,0,0,0,0,0,0,772,854
31,Not married,Labourers,197,30,30,10,6,0,0,0,0,9,925,1200
31,Not married,Inadequately described,44,7,3,0,0,0,0,0,0,4,78,133
31,Not married,Not stated,20,0,0,0,0,0,0,0,0,3,65,91
31,Not married,Not applicable,612,257,286,191,93,29,11,5,0,34,1726,3241
32,Married in a registered marriage,Managers,145,175,224,49,14,0,0,0,0,5,1143,1762
32,Married in a registered marriage,Professionals,139,171,166,35,4,0,0,0,0,4,598,1125
32,Married in a registered marriage,Technicians and Trades Workers,34,30,63,16,6,0,0,0,0,4,627,778
32,Married in a registered marriage,Community and Personal Service Workers,78,101,166,58,19,3,0,0,0,5,321,744
32,Married in a registered marriage,Clerical and Administrative Workers,368,493,762,261,33,15,5,0,0,10,486,2440
32,Married in a registered marriage,Sales Workers,145,187,324,94,19,5,0,0,0,5,585,1361
32,Married in a registered marriage,Machinery Operators And Drivers,23,12,31,9,0,0,0,0,0,0,905,977
32,Married in a registered marriage,Labourers,55,68,115,52,9,6,0,0,0,0,575,880
32,Married in a registered marriage,Inadequately described,14,18,15,5,0,0,0,0,0,9,74,133
32,Married in a registered marriage,Not stated,4,9,14,0,0,0,0,0,0,0,38,74
32,Married in a registered marriage,Not applicable,118,479,974,613,207,57,13,6,5,17,362,2849
32,Married in a de facto marriage,Managers,181,57,39,5,6,0,0,0,0,6,436,727
32,Married in a de facto marriage,Professionals,154,40,25,5,0,0,0,0,0,3,268,497
32,Married in a de facto marriage,Technicians and Trades Workers,41,8,10,0,0,0,0,0,0,0,297,359
32,Married in a de facto marriage,Community and Personal Service Workers,80,36,35,10,5,0,0,0,0,0,168,337
32,Married in a de facto marriage,Clerical and Administrative Workers,333,162,149,40,5,0,0,0,0,10,239,942
32,Married in a de facto marriage,Sales Workers,127,80,80,26,9,0,0,0,0,0,302,624
32,Married in a de facto marriage,Machinery Operators And Drivers,27,7,11,4,0,0,0,0,0,0,382,428
32,Married in a de facto marriage,Labourers,51,31,32,22,3,3,0,0,0,0,363,503
32,Married in a de facto marriage,Inadequately described,7,6,8,0,0,0,0,0,0,0,44,60
32,Married in a de facto marriage,Not stated,6,8,3,0,0,0,0,0,0,3,8,29
32,Married in a de facto marriage,Not applicable,77,182,246,146,63,24,4,3,0,7,214,977
32,Not married,Managers,307,33,23,3,0,0,0,0,0,11,585,960
32,Not married,Professionals,260,31,25,9,0,0,0,0,0,6,451,769
32,Not married,Technicians and Trades Workers,66,16,10,5,0,0,0,0,0,0,544,647
32,Not married,Community and Personal Service Workers,229,45,28,22,0,0,0,0,0,6,335,668
32,Not married,Clerical and Administrative Workers,677,144,91,21,4,0,0,0,0,10,493,1459
32,Not married,Sales Workers,323,84,63,13,3,0,0,0,0,6,552,1049
32,Not married,Machinery Operators And Drivers,65,15,9,5,0,0,0,0,0,0,740,830
32,Not married,Labourers,176,38,31,15,4,0,0,0,0,12,836,1117
32,Not married,Inadequately described,31,6,0,5,0,0,0,0,0,3,93,138
32,Not married,Not stated,20,3,3,0,0,0,0,0,0,10,61,95
32,Not married,Not applicable,518,274,300,194,95,27,4,0,3,47,1606,3071
33,Married in a registered marriage,Managers,151,143,229,78,22,4,0,0,0,10,1314,1955
33,Married in a registered marriage,Professionals,109,151,218,44,8,4,0,0,0,5,660,1202
33,Married in a registered marriage,Technicians and Trades Workers,26,27,69,17,6,0,0,0,0,0,713,858
33,Married in a registered marriage,Community and Personal Service Workers,77,97,167,68,22,4,0,0,0,9,332,763
33,Married in a registered marriage,Clerical and Administrative Workers,319,498,907,277,48,15,4,0,0,15,578,2666
33,Married in a registered marriage,Sales Workers,151,176,337,131,11,4,0,0,0,5,621,1446
33,Married in a registered marriage,Machinery Operators And Drivers,16,9,26,12,0,0,0,0,0,0,978,1043
33,Married in a registered marriage,Labourers,47,57,151,62,12,3,0,0,0,5,645,982
33,Married in a registered marriage,Inadequately described,13,20,29,10,0,0,0,0,0,0,78,153
33,Married in a registered marriage,Not stated,4,12,20,6,5,0,0,0,0,0,28,73
33,Married in a registered marriage,Not applicable,109,407,987,633,266,76,18,7,8,33,409,2950
33,Married in a de facto marriage,Managers,127,59,37,14,0,0,0,0,0,3,481,725
33,Married in a de facto marriage,Professionals,103,45,35,14,3,3,0,0,0,4,265,470
33,Married in a de facto marriage,Technicians and Trades Workers,26,11,12,3,0,0,0,0,0,0,276,334
33,Married in a de facto marriage,Community and Personal Service Workers,97,41,49,18,10,0,0,0,0,0,149,359
33,Married in a de facto marriage,Clerical and Administrative Workers,274,142,128,31,6,0,0,0,0,4,243,831
33,Married in a de facto marriage,Sales Workers,117,73,83,30,6,0,0,0,0,5,249,558
33,Married in a de facto marriage,Machinery Operators And Drivers,30,11,7,8,3,0,0,0,0,0,405,457
33,Married in a de facto marriage,Labourers,33,24,44,22,0,0,0,0,0,6,322,454
33,Married in a de facto marriage,Inadequately described,17,5,3,0,0,0,0,0,0,0,37,72
33,Married in a de facto marriage,Not stated,6,0,5,0,0,0,0,0,0,3,16,31
33,Married in a de facto marriage,Not applicable,79,150,211,144,63,12,6,0,0,3,216,900
33,Not married,Managers,265,42,29,7,3,0,0,0,0,13,592,951
33,Not married,Professionals,201,24,18,5,0,0,0,0,0,8,388,639
33,Not married,Technicians and Trades Workers,74,12,10,6,0,0,0,0,0,0,458,563
33,Not married,Community and Personal Service Workers,165,54,51,21,9,6,0,0,0,6,314,615
33,Not married,Clerical and Administrative Workers,637,113,105,33,3,0,0,0,0,14,466,1381
33,Not married,Sales Workers,304,76,74,33,5,0,0,0,0,14,522,1031
33,Not married,Machinery Operators And Drivers,58,12,8,9,0,0,0,0,0,0,726,808
33,Not married,Labourers,146,39,34,18,4,3,0,0,0,3,743,988
33,Not married,Inadequately described,27,4,0,0,0,0,0,0,0,0,74,113
33,Not married,Not stated,27,3,0,3,0,0,0,0,0,0,54,85
33,Not married,Not applicable,551,236,328,189,115,23,15,0,3,32,1537,3040
34,Married in a registered marriage,Managers,122,151,254,94,20,5,3,0,0,6,1379,2035
34,Married in a registered marriage,Professionals,132,155,234,66,10,3,0,0,0,4,717,1320
34,Married in a registered marriage,Technicians and Trades Workers,25,35,59,20,5,0,0,0,0,0,702,851
34,Married in a registered marriage,Community and Personal Service Workers,55,98,202,89,27,3,4,0,0,5,296,782
34,Married in a registered marriage,Clerical and Administrative Workers,322,474,940,371,76,5,3,3,0,11,599,2805
34,Married in a registered marriage,Sales Workers,102,140,347,116,30,5,0,0,0,4,653,1396
34,Married in a registered marriage,Machinery Operators And Drivers,21,21,25,13,3,0,0,0,0,3,981,1060
34,Married in a registered marriage,Labourers,30,74,149,56,25,4,0,0,0,3,646,987
34,Married in a registered marriage,Inadequately described,7,15,32,8,3,0,0,0,0,0,91,166
34,Married in a registered marriage,Not stated,4,6,12,7,0,0,0,0,0,4,48,78
34,Married in a registered marriage,Not applicable,114,384,1059,672,278,87,28,12,0,22,443,3102
34,Married in a de facto marriage,Managers,117,50,48,16,5,0,0,0,0,0,443,686
34,Married in a de facto marriage,Professionals,84,43,34,4,0,0,0,0,0,0,266,436
34,Married in a de facto marriage,Technicians and Trades Workers,27,18,14,3,0,0,0,0,0,0,279,341
34,Married in a de facto marriage,Community and Personal Service Workers,62,43,45,23,3,0,0,0,0,3,145,330
34,Married in a de facto marriage,Clerical and Administrative Workers,242,146,152,52,5,0,0,0,0,7,213,818
34,Married in a de facto marriage,Sales Workers,108,69,81,22,8,0,0,0,0,0,232,519
34,Married in a de facto marriage,Machinery Operators And Drivers,14,12,5,3,0,0,0,0,0,0,404,442
34,Married in a de facto marriage,Labourers,41,24,39,20,9,3,3,0,0,0,305,435
34,Married in a de facto marriage,Inadequately described,8,6,5,4,0,0,0,0,0,0,41,57
34,Married in a de facto marriage,Not stated,0,0,6,0,0,0,0,0,0,0,8,19
34,Married in a de facto marriage,Not applicable,65,129,219,145,60,24,14,5,0,9,193,876
34,Not married,Managers,243,34,32,10,3,0,0,0,0,9,556,895
34,Not married,Professionals,201,24,24,10,0,0,0,0,0,3,378,645
34,Not married,Technicians and Trades Workers,61,18,13,4,4,0,0,0,0,3,444,545
34,Not married,Community and Personal Service Workers,148,50,55,19,3,0,0,0,0,5,300,591
34,Not married,Clerical and Administrative Workers,612,149,119,45,11,0,0,0,0,19,452,1417
34,Not married,Sales Workers,266,78,76,30,6,0,0,0,0,18,454,922
34,Not married,Machinery Operators And Drivers,46,6,13,4,0,0,0,0,0,0,677,756
34,Not married,Labourers,148,34,30,18,8,3,0,0,0,7,720,971
34,Not married,Inadequately described,25,4,3,0,0,0,0,0,0,4,66,104
34,Not married,Not stated,25,0,4,0,0,0,0,0,0,9,57,95
34,Not married,Not applicable,514,190,281,192,116,38,19,0,8,34,1453,2846
35,Married in a registered marriage,Managers,128,137,295,129,28,9,0,0,0,6,1547,2271
35,Married in a registered marriage,Professionals,95,142,234,69,21,3,3,0,0,9,780,1350
35,Married in a registered marriage,Technicians and Trades Workers,18,26,71,32,12,0,0,0,0,0,749,915
35,Married in a registered marriage,Community and Personal Service Workers,41,77,209,87,25,3,0,0,0,4,355,802
35,Married in a registered marriage,Clerical and Administrative Workers,267,446,1029,454,83,17,4,0,0,14,603,2902
35,Married in a registered marriage,Sales Workers,114,140,397,166,35,4,0,0,0,4,687,1544
35,Married in a registered marriage,Machinery Operators And Drivers,18,17,36,25,7,0,0,0,0,4,1009,1113
35,Married in a registered marriage,Labourers,34,63,155,67,23,3,0,0,0,6,655,1001
35,Married in a registered marriage,Inadequately described,9,20,45,9,0,0,0,0,0,5,111,198
35,Married in a registered marriage,Not stated,0,12,17,7,0,0,0,0,0,3,48,98
35,Married in a registered marriage,Not applicable,101,408,1029,710,305,88,41,10,5,28,489,3228
35,Married in a de facto marriage,Managers,112,51,35,11,6,0,0,0,0,0,408,627
35,Married in a de facto marriage,Professionals,89,35,32,12,3,0,0,0,0,0,256,420
35,Married in a de facto marriage,Technicians and Trades Workers,32,15,16,4,3,0,0,0,0,0,247,310
35,Married in a de facto marriage,Community and Personal Service Workers,55,33,43,12,6,0,0,0,0,0,121,274
35,Married in a de facto marriage,Clerical and Administrative Workers,209,131,181,61,10,0,0,0,0,0,207,805
35,Married in a de facto marriage,Sales Workers,86,61,83,27,8,5,0,0,0,5,221,496
35,Married in a de facto marriage,Machinery Operators And Drivers,15,17,6,0,0,0,0,0,0,4,322,363
35,Married in a de facto marriage,Labourers,36,31,41,20,8,0,3,0,0,0,288,419
35,Married in a de facto marriage,Inadequately described,7,6,4,0,0,0,0,0,0,0,24,45
35,Married in a de facto marriage,Not stated,5,0,0,3,0,0,0,0,0,0,25,37
35,Married in a de facto marriage,Not applicable,70,104,212,153,62,15,6,4,8,9,214,857
35,Not married,Managers,241,42,41,16,0,3,0,0,0,5,514,866
35,Not married,Professionals,184,32,33,10,0,0,0,0,0,8,415,676
35,Not married,Technicians and Trades Workers,50,13,14,6,0,0,0,0,0,5,462,548
35,Not married,Community and Personal Service Workers,162,53,55,20,3,3,3,0,0,9,237,535
35,Not married,Clerical and Administrative Workers,599,136,120,48,12,3,0,0,0,9,421,1347
35,Not married,Sales Workers,249,78,81,33,3,0,0,0,0,13,424,884
35,Not married,Machinery Operators And Drivers,45,5,8,3,4,0,0,0,0,0,678,737
35,Not married,Labourers,144,53,47,27,4,0,0,0,0,12,677,955
35,Not married,Inadequately described,27,7,3,0,0,0,0,0,0,4,85,120
35,Not married,Not stated,21,0,0,0,0,0,0,0,0,0,68,94
35,Not married,Not applicable,486,222,270,182,112,38,18,9,6,45,1355,2736
36,Married in a registered marriage,Managers,129,148,325,119,29,6,0,0,0,5,1580,2333
36,Married in a registered marriage,Professionals,91,135,278,76,13,0,0,0,0,3,810,1408
36,Married in a registered marriage,Technicians and Trades Workers,19,22,79,41,6,3,0,0,0,0,714,879
36,Married in a registered marriage,Community and Personal Service Workers,37,70,219,82,25,13,0,0,0,4,300,746
36,Married in a registered marriage,Clerical and Administrative Workers,258,391,1143,451,106,23,0,6,0,6,609,2993
36,Married in a registered marriage,Sales Workers,78,131,404,171,23,3,0,0,0,6,667,1493
36,Married in a registered marriage,Machinery Operators And Drivers,10,14,33,17,3,3,0,0,0,0,1035,1118
36,Married in a registered marriage,Labourers,29,51,182,89,27,7,0,0,0,8,681,1080
36,Married in a registered marriage,Inadequately described,14,18,40,12,8,0,0,0,0,3,111,200
36,Married in a registered marriage,Not stated,0,7,18,9,3,0,0,0,0,4,42,73
36,Married in a registered marriage,Not applicable,107,374,1019,696,337,108,34,12,3,23,460,3181
36,Married in a de facto marriage,Managers,104,47,63,18,8,0,0,0,0,0,414,649
36,Married in a de facto marriage,Professionals,83,42,30,11,0,3,0,0,0,3,275,445
36,Married in a de facto marriage,Technicians and Trades Workers,20,19,17,4,0,0,0,0,0,6,227,288
36,Married in a de facto marriage,Community and Personal Service Workers,34,29,40,23,0,0,0,0,0,0,109,240
36,Married in a de facto marriage,Clerical and Administrative Workers,182,142,180,54,14,0,0,0,0,3,183,757
36,Married in a de facto marriage,Sales Workers,71,68,93,40,3,0,0,0,0,4,219,493
36,Married in a de facto marriage,Machinery Operators And Drivers,21,4,5,7,0,0,0,0,0,0,333,373
36,Married in a de facto marriage,Labourers,33,19,41,39,6,0,0,0,0,0,271,413
36,Married in a de facto marriage,Inadequately described,18,6,13,3,0,0,0,0,0,0,29,69
36,Married in a de facto marriage,Not stated,4,0,4,6,0,0,0,0,0,0,13,22
36,Married in a de facto marriage,Not applicable,51,110,220,122,66,17,9,6,4,12,210,829
36,Not married,Managers,202,53,49,19,7,0,0,0,0,3,506,838
36,Not married,Professionals,156,38,19,12,0,0,0,0,0,6,364,603
36,Not married,Technicians and Trades Workers,49,10,9,8,0,0,0,0,0,0,378,459
36,Not married,Community and Personal Service Workers,120,47,65,33,3,9,0,0,0,3,228,506
36,Not married,Clerical and Administrative Workers,520,163,167,66,0,0,0,0,0,14,393,1332
36,Not married,Sales Workers,201,84,87,34,6,3,0,0,0,5,385,804
36,Not married,Machinery Operators And Drivers,43,15,11,3,0,0,0,0,0,0,653,731
36,Not married,Labourers,115,45,45,27,14,0,0,0,0,6,603,861
36,Not married,Inadequately described,17,11,3,0,0,0,0,0,0,0,72,105
36,Not married,Not stated,13,3,3,5,0,0,0,0,0,5,43,77
36,Not married,Not applicable,449,214,260,254,115,49,14,6,0,36,1374,2772
37,Married in a registered marriage,Managers,103,131,301,158,35,7,3,0,0,0,1589,2323
37,Married in a registered marriage,Professionals,72,128,269,72,26,4,0,0,0,3,842,1421
37,Married in a registered marriage,Technicians and Trades Workers,16,24,77,40,11,0,0,0,0,4,714,886
37,Married in a registered marriage,Community and Personal Service Workers,29,73,214,117,37,9,0,0,0,5,319,809
37,Married in a registered marriage,Clerical and Administrative Workers,225,346,1228,560,133,17,8,0,0,8,616,3145
37,Married in a registered marriage,Sales Workers,84,130,426,171,48,4,0,0,0,4,732,1603
37,Married in a registered marriage,Machinery Operators And Drivers,10,14,41,23,4,0,0,0,0,0,1037,1120
37,Married in a registered marriage,Labourers,43,69,178,96,26,6,5,0,0,4,671,1096
37,Married in a registered marriage,Inadequately described,6,17,43,11,5,0,0,0,0,0,91,169
37,Married in a registered marriage,Not stated,3,7,25,8,3,0,0,0,0,8,41,97
37,Married in a registered marriage,Not applicable,108,310,1008,755,318,98,44,21,8,23,463,3166
37,Married in a de facto marriage,Managers,74,36,63,25,6,0,0,0,0,3,411,627
37,Married in a de facto marriage,Professionals,56,35,30,11,0,0,0,0,0,4,211,339
37,Married in a de facto marriage,Technicians and Trades Workers,14,14,24,7,6,0,0,0,0,0,204,269
37,Married in a de facto marriage,Community and Personal Service Workers,39,27,55,32,8,3,0,0,0,0,115,278
37,Married in a de facto marriage,Clerical and Administrative Workers,143,142,158,70,9,0,3,0,0,3,215,743
37,Married in a de facto marriage,Sales Workers,78,42,78,30,9,0,0,0,0,7,192,435
37,Married in a de facto marriage,Machinery Operators And Drivers,13,3,11,7,0,0,0,0,0,0,304,338
37,Married in a de facto marriage,Labourers,30,15,51,25,10,4,0,0,0,0,262,401
37,Married in a de facto marriage,Inadequately described,5,3,3,6,0,0,0,0,0,0,35,51
37,Married in a de facto marriage,Not stated,0,3,0,7,0,0,0,0,0,0,20,32
37,Married in a de facto marriage,Not applicable,42,111,191,124,61,21,7,0,5,4,198,765
37,Not married,Managers,201,44,36,18,10,0,0,0,0,4,460,772
37,Not married,Professionals,150,50,41,15,3,5,0,0,0,6,360,621
37,Not married,Technicians and Trades Workers,52,21,18,10,6,0,0,0,0,0,424,530
37,Not married,Community and Personal Service Workers,108,45,51,28,8,3,0,0,0,6,212,460
37,Not married,Clerical and Administrative Workers,472,141,168,51,18,3,0,0,0,16,366,1231
37,Not married,Sales Workers,208,67,90,43,5,4,0,0,0,3,390,806
37,Not married,Machinery Operators And Drivers,41,10,20,4,0,0,0,0,0,0,616,689
37,Not married,Labourers,118,38,49,40,12,6,0,0,0,7,562,835
37,Not married,Inadequately described,25,3,9,0,0,0,0,0,0,0,71,108
37,Not married,Not stated,3,0,5,0,0,0,0,0,0,3,57,71
37,Not married,Not applicable,414,196,273,190,96,64,24,0,9,29,1380,2681
38,Married in a registered marriage,Managers,93,130,371,153,44,7,0,0,0,3,1834,2636
38,Married in a registered marriage,Professionals,54,105,299,110,23,4,3,0,0,5,862,1462
38,Married in a registered marriage,Technicians and Trades Workers,16,24,86,43,9,0,0,0,0,6,782,972
38,Married in a registered marriage,Community and Personal Service Workers,43,81,249,125,36,10,4,0,3,3,342,882
38,Married in a registered marriage,Clerical and Administrative Workers,227,348,1338,602,133,26,3,0,0,18,738,3439
38,Married in a registered marriage,Sales Workers,83,119,449,213,54,10,4,0,0,9,724,1670
38,Married in a registered marriage,Machinery Operators And Drivers,16,22,45,12,12,0,0,0,0,0,1070,1174
38,Married in a registered marriage,Labourers,35,47,192,112,30,9,4,0,3,3,718,1149
38,Married in a registered marriage,Inadequately described,6,19,33,18,7,0,0,0,0,0,103,185
38,Married in a registered marriage,Not stated,6,8,15,11,7,0,0,0,0,6,51,96
38,Married in a registered marriage,Not applicable,110,292,975,751,326,109,53,15,10,33,499,3174
38,Married in a de facto marriage,Managers,92,57,74,28,4,0,0,0,0,5,389,641
38,Married in a de facto marriage,Professionals,59,32,36,7,5,0,0,0,0,4,236,380
38,Married in a de facto marriage,Technicians and Trades Workers,24,22,16,6,3,0,0,0,0,0,211,282
38,Married in a de facto marriage,Community and Personal Service Workers,40,31,59,34,3,0,0,0,0,3,112,282
38,Married in a de facto marriage,Clerical and Administrative Workers,149,127,204,69,12,3,0,0,0,0,184,743
38,Married in a de facto marriage,Sales Workers,52,56,97,35,15,6,0,0,0,4,212,476
38,Married in a de facto marriage,Machinery Operators And Drivers,18,0,6,4,0,0,0,0,0,0,306,343
38,Married in a de facto marriage,Labourers,34,24,45,24,4,3,0,0,0,0,266,413
38,Married in a de facto marriage,Inadequately described,8,3,3,0,4,0,0,0,0,0,30,55
38,Married in a de facto marriage,Not stated,3,6,4,0,0,0,0,0,0,0,9,26
38,Married in a de facto marriage,Not applicable,53,85,214,115,81,18,10,9,0,6,204,802
38,Not married,Managers,188,45,45,25,3,4,0,0,0,0,479,798
38,Not married,Professionals,141,38,45,16,0,0,0,0,0,6,342,589
38,Not married,Technicians and Trades Workers,55,10,20,0,0,0,0,0,0,0,354,445
38,Not married,Community and Personal Service Workers,108,47,59,39,6,5,0,0,0,3,219,492
38,Not married,Clerical and Administrative Workers,485,133,177,77,22,0,0,0,0,13,382,1290
38,Not married,Sales Workers,199,72,99,54,16,6,0,0,0,10,357,821
38,Not married,Machinery Operators And Drivers,37,7,18,7,0,0,0,0,0,5,627,703
38,Not married,Labourers,108,40,71,35,17,3,0,0,0,4,555,830
38,Not married,Inadequately described,22,3,11,0,0,0,0,0,0,4,60,109
38,Not married,Not stated,14,0,0,0,0,0,0,0,0,5,31,52
38,Not married,Not applicable,434,205,272,184,123,42,29,6,3,25,1315,2645
39,Married in a registered marriage,Managers,86,133,409,183,42,7,5,0,0,3,1883,2759
39,Married in a registered marriage,Professionals,62,89,289,112,25,4,4,0,0,6,881,1471
39,Married in a registered marriage,Technicians and Trades Workers,22,33,98,36,25,3,0,0,0,4,814,1028
39,Married in a registered marriage,Community and Personal Service Workers,37,56,267,131,38,11,0,0,0,5,352,899
39,Married in a registered marriage,Clerical and Administrative Workers,227,373,1408,672,149,30,7,0,0,15,699,3590
39,Married in a registered marriage,Sales Workers,74,128,521,238,58,12,0,0,0,4,794,1838
39,Married in a registered marriage,Machinery Operators And Drivers,15,11,64,17,7,0,0,0,0,0,1140,1254
39,Married in a registered marriage,Labourers,35,58,233,110,56,15,5,0,0,3,752,1267
39,Married in a registered marriage,Inadequately described,9,13,42,21,9,0,0,0,0,4,116,205
39,Married in a registered marriage,Not stated,5,0,23,9,4,0,0,0,0,5,52,97
39,Married in a registered marriage,Not applicable,104,297,1080,807,345,124,50,18,14,22,565,3419
39,Married in a de facto marriage,Managers,81,52,67,23,14,0,0,0,0,3,373,611
39,Married in a de facto marriage,Professionals,57,29,29,21,8,0,0,0,0,0,201,342
39,Married in a de facto marriage,Technicians and Trades Workers,19,4,20,8,0,0,0,0,0,0,239,295
39,Married in a de facto marriage,Community and Personal Service Workers,39,29,35,26,15,0,0,0,0,3,100,249
39,Married in a de facto marriage,Clerical and Administrative Workers,155,93,189,70,23,4,0,0,0,9,194,737
39,Married in a de facto marriage,Sales Workers,57,42,88,39,11,0,0,0,0,0,198,437
39,Married in a de facto marriage,Machinery Operators And Drivers,16,10,16,5,0,0,0,0,0,0,339,388
39,Married in a de facto marriage,Labourers,26,24,53,23,9,3,0,0,0,0,226,379
39,Married in a de facto marriage,Inadequately described,9,0,10,3,0,0,0,0,0,0,41,65
39,Married in a de facto marriage,Not stated,0,0,6,0,0,0,0,0,0,0,16,26
39,Married in a de facto marriage,Not applicable,65,98,194,122,66,22,7,3,5,3,201,798
39,Not married,Managers,187,64,75,29,11,0,0,0,0,0,516,874
39,Not married,Professionals,152,38,43,23,6,0,0,0,0,4,287,551
39,Not married,Technicians and Trades Workers,51,20,27,7,5,0,0,0,0,0,390,495
39,Not married,Community and Personal Service Workers,124,53,71,44,10,7,0,0,0,6,225,542
39,Not married,Clerical and Administrative Workers,442,165,208,88,18,3,0,0,0,7,337,1275
39,Not married,Sales Workers,181,81,108,50,13,3,0,0,0,12,343,793
39,Not married,Machinery Operators And Drivers,43,18,20,10,0,0,0,0,0,0,610,713
39,Not married,Labourers,130,48,86,35,9,3,0,0,0,4,583,899
39,Not married,Inadequately described,20,4,5,0,0,0,0,0,0,0,52,84
39,Not married,Not stated,10,5,8,8,0,0,0,0,0,0,33,63
39,Not married,Not applicable,402,203,285,222,130,48,22,11,20,32,1365,2746
40,Married in a registered marriage,Managers,86,135,451,208,55,13,3,0,0,6,2027,2984
40,Married in a registered marriage,Professionals,54,97,334,124,32,3,5,0,0,7,896,1553
40,Married in a registered marriage,Technicians and Trades Workers,23,26,124,49,9,8,0,0,0,0,886,1132
40,Married in a registered marriage,Community and Personal Service Workers,41,73,286,195,57,13,8,0,0,4,386,1058
40,Married in a registered marriage,Clerical and Administrative Workers,232,348,1572,711,172,34,6,3,6,21,699,3814
40,Married in a registered marriage,Sales Workers,76,145,526,287,80,12,3,0,0,8,822,1959
40,Married in a registered marriage,Machinery Operators And Drivers,6,9,55,31,5,0,3,0,0,3,1279,1393
40,Married in a registered marriage,Labourers,49,91,274,130,33,13,0,0,0,5,872,1474
40,Married in a registered marriage,Inadequately described,9,13,50,15,8,3,0,0,0,7,118,221
40,Married in a registered marriage,Not stated,3,6,17,6,10,6,0,0,0,5,53,102
40,Married in a registered marriage,Not applicable,110,267,1065,747,355,141,51,24,24,33,599,3409
40,Married in a de facto marriage,Managers,68,53,64,26,11,0,0,0,0,3,399,623
40,Married in a de facto marriage,Professionals,72,31,46,7,4,0,0,0,0,0,210,371
40,Married in a de facto marriage,Technicians and Trades Workers,8,16,25,6,7,0,0,0,0,0,241,303
40,Married in a de facto marriage,Community and Personal Service Workers,34,32,56,27,12,0,0,0,0,4,116,283
40,Married in a de facto marriage,Clerical and Administrative Workers,147,116,202,92,25,3,0,3,0,3,206,787
40,Married in a de facto marriage,Sales Workers,56,49,90,46,10,0,0,0,0,0,174,429
40,Married in a de facto marriage,Machinery Operators And Drivers,15,6,16,8,5,0,0,0,0,0,332,380
40,Married in a de facto marriage,Labourers,44,32,59,21,15,0,0,4,0,3,258,438
40,Married in a de facto marriage,Inadequately described,10,13,10,4,6,0,0,0,0,0,37,71
40,Married in a de facto marriage,Not stated,0,0,0,3,0,0,0,0,0,3,13,24
40,Married in a de facto marriage,Not applicable,55,103,195,136,59,30,11,16,12,8,228,847
40,Not married,Managers,161,61,86,28,11,5,0,0,0,0,502,853
40,Not married,Professionals,144,38,42,23,4,0,0,0,0,0,316,567
40,Not married,Technicians and Trades Workers,45,22,27,12,0,0,0,0,0,3,390,503
