AGEP Age in Single Years,MDCP Social Marital Status,OCCP Occupation,No children,1 child,2 children,3 children,4 children,5 children,6 children,7 children,8 children,Not applicable,Total
31,Married in a registered marriage,Labourers,42,55,120,52,13,4,0,0,0,562,845
31,Married in a registered marriage,Inadequately described,15,19,12,3,0,0,0,0,0,79,132
31,Married in a registered marriage,Not stated,3,10,18,11,0,0,0,0,0,33,72
31,Married in a registered marriage,Not applicable,131,652,1211,701,241,80,12,3,0,316,3355
31,Married in a de facto marriage,Managers,163,39,33,6,3,0,0,0,0,467,713
31,Married in a de facto marriage,Professionals,166,31,17,3,0,0,0,0,0,305,524
31,Married in a de facto marriage,Technicians and Trades Workers,47,5,15,3,0,0,0,0,0,364,441
31,Married in a de facto marriage,Community and Personal Service Workers,114,24,46,24,0,0,0,0,0,175,375
31,Married in a de facto marriage,Clerical and Administrative Workers,406,163,133,44,3,3,0,0,0,291,1040
31,Married in a de facto marriage,Sales Workers,154,75,76,26,0,0,0,0,0,265,602
31,Married in a de facto marriage,Machinery Operators And Drivers,31,10,5,3,0,0,0,0,0,427,474
31,Married in a de facto marriage,Labourers,58,26,36,24,8,0,0,0,0,360,513
31,Married in a de facto marriage,Inadequately described,13,6,3,0,0,0,0,0,0,44,66
31,Married in a de facto marriage,Not stated,3,3,4,0,0,0,0,0,0,16,31
31,Married in a de facto marriage,Not applicable,83,221,277,179,54,18,3,0,0,156,991
31,Not married,Managers,310,40,18,10,0,0,0,0,0,674,1052
31,Not married,Professionals,255,39,11,0,4,0,0,0,0,507,819
31,Not married,Technicians and Trades Workers,93,10,9,3,0,0,0,0,0,648,766
31,Not married,Community and Personal Service Workers,217,59,45,22,4,0,0,0,0,370,716
31,Not married,Clerical and Administrative Workers,918,163,88,20,5,0,0,0,0,610,1802
31,Not married,Sales Workers,362,88,71,28,10,0,0,0,0,570,1129
31,Not married,Machinery Operators And Drivers,60,8,0,0,0,0,0,0,0,780,853
31,Not married,Labourers,163,37,48,13,3,4,0,0,0,812,1075
31,Not married,Inadequately described,28,3,3,0,0,0,0,0,0,100,138
31,Not married,Not stated,22,3,3,3,0,0,0,0,0,75,103
31,Not married,Not applicable,451,253,343,231,89,32,4,6,0,1269,2670
32,Married in a registered marriage,Managers,183,168,221,89,24,3,0,0,0,1393,2086
32,Married in a registered marriage,Professionals,146,149,171,43,4,0,0,0,0,665,1181
32,Married in a registered marriage,Technicians and Trades Workers,28,36,61,27,4,0,0,0,0,755,916
32,Married in a registered marriage,Community and Personal Service Workers,88,85,169,71,13,3,0,0,0,329,757
32,Married in a registered marriage,Clerical and Administrative Workers,511,610,993,315,56,7,0,0,0,599,3097
32,Married in a registered marriage,Sales Workers,177,163,341,139,32,4,0,0,0,634,1487
32,Married in a registered marriage,Machinery Operators And Drivers,19,24,40,14,0,0,0,0,0,860,949
32,Married in a registered marriage,Labourers,49,75,142,59,11,6,0,0,0,591,926
32,Married in a registered marriage,Inadequately described,11,22,26,6,0,0,0,0,0,75,150
32,Married in a registered marriage,Not stated,11,6,21,6,3,0,0,0,0,42,85
32,Married in a registered marriage,Not applicable,137,593,1366,822,316,79,28,7,3,327,3680
32,Married in a de facto marriage,Managers,144,53,39,12,0,0,3,0,0,484,730
32,Married in a de facto marriage,Professionals,124,41,21,8,0,0,0,0,0,287,479
32,Married in a de facto marriage,Technicians and Trades Workers,36,18,23,4,0,0,0,0,0,334,420
32,Married in a de facto marriage,Community and Personal Service Workers,71,29,44,25,0,0,0,0,0,148,315
32,Married in a de facto marriage,Clerical and Administrative Workers,364,147,154,40,5,0,0,0,0,260,976
32,Married in a de facto marriage,Sales Workers,133,62,65,23,5,0,0,0,0,261,553
32,Married in a de facto marriage,Machinery Operators And Drivers,14,15,8,0,0,0,0,0,0,386,429
32,Married in a de facto marriage,Labourers,27,27,46,18,10,0,0,0,0,316,438
32,Married in a de facto marriage,Inadequately described,14,3,3,0,0,0,0,0,0,36,56
32,Married in a de facto marriage,Not stated,3,0,0,0,0,0,0,0,0,20,24
32,Married in a de facto marriage,Not applicable,71,157,263,153,71,27,8,6,0,196,951
32,Not married,Managers,321,32,22,8,0,0,0,0,0,671,1053
32,Not married,Professionals,252,28,22,4,0,0,0,0,0,445,748
32,Not married,Technicians and Trades Workers,78,15,15,3,0,0,0,0,0,569,676
32,Not married,Community and Personal Service Workers,206,52,40,14,5,0,0,0,0,280,598
32,Not married,Clerical and Administrative Workers,804,160,115,35,11,0,0,0,0,538,1660
32,Not married,Sales Workers,312,88,63,22,6,0,0,0,0,517,1009
32,Not married,Machinery Operators And Drivers,64,13,16,5,0,0,0,0,0,731,821
32,Not married,Labourers,148,44,41,11,9,0,0,0,0,792,1037
32,Not married,Inadequately described,27,9,5,0,0,0,0,0,0,88,121
32,Not married,Not stated,26,3,0,3,0,0,0,0,0,73,106
32,Not married,Not applicable,412,247,323,202,84,38,19,6,4,1216,2544
33,Married in a registered marriage,Managers,171,164,257,104,30,4,0,0,0,1552,2285
33,Married in a registered marriage,Professionals,141,143,172,53,9,0,0,0,0,746,1264
33,Married in a registered marriage,Technicians and Trades Workers,38,47,82,30,7,0,0,0,0,826,1030
33,Married in a registered marriage,Community and Personal Service Workers,69,110,205,97,20,3,0,0,0,336,832
33,Married in a registered marriage,Clerical and Administrative Workers,448,550,1210,438,59,8,7,0,0,708,3436
33,Married in a registered marriage,Sales Workers,138,169,412,139,24,3,0,0,0,674,1566
33,Married in a registered marriage,Machinery Operators And Drivers,22,14,30,13,0,0,0,0,0,934,1011
33,Married in a registered marriage,Labourers,40,69,166,78,13,0,0,0,0,694,1069
33,Married in a registered marriage,Inadequately described,14,15,26,3,0,0,0,0,0,86,145
33,Married in a registered marriage,Not stated,11,7,17,11,3,0,0,0,0,39,87
33,Married in a registered marriage,Not applicable,115,581,1415,946,389,107,24,12,4,342,3934
33,Married in a de facto marriage,Managers,165,39,37,12,3,0,0,0,0,452,707
33,Married in a de facto marriage,Professionals,108,37,22,5,3,0,0,0,0,280,457
33,Married in a de facto marriage,Technicians and Trades Workers,30,17,14,8,0,0,0,0,0,304,371
33,Married in a de facto marriage,Community and Personal Service Workers,82,17,60,22,5,3,0,0,0,142,331
33,Married in a de facto marriage,Clerical and Administrative Workers,347,142,141,35,7,5,0,0,0,224,897
33,Married in a de facto marriage,Sales Workers,111,60,68,30,0,4,0,0,0,251,519
33,Married in a de facto marriage,Machinery Operators And Drivers,19,9,4,0,0,0,0,0,0,403,442
33,Married in a de facto marriage,Labourers,39,26,55,15,3,0,0,0,0,321,464
33,Married in a de facto marriage,Inadequately described,7,3,9,4,0,0,0,0,0,28,48
33,Married in a de facto marriage,Not stated,3,9,3,4,0,0,0,0,0,16,29
33,Married in a de facto marriage,Not applicable,56,179,281,164,84,26,6,7,0,206,1000
33,Not married,Managers,284,34,26,9,0,0,0,0,0,621,980
33,Not married,Professionals,235,34,21,6,3,0,0,0,0,449,748
33,Not married,Technicians and Trades Workers,74,10,20,7,5,0,0,0,0,541,657
33,Not married,Community and Personal Service Workers,181,60,54,29,7,0,0,0,0,288,609
33,Not married,Clerical and Administrative Workers,759,158,150,53,9,0,0,0,0,517,1643
33,Not married,Sales Workers,294,87,95,26,10,3,0,0,0,511,1017
33,Not married,Machinery Operators And Drivers,55,6,8,0,0,0,0,0,0,701,777
33,Not married,Labourers,146,39,56,14,3,3,0,0,0,693,958
33,Not married,Inadequately described,25,8,3,0,0,0,0,0,0,75,111
33,Not married,Not stated,11,5,3,0,0,0,0,0,0,43,67
33,Not married,Not applicable,425,263,322,217,116,30,18,9,0,1137,2528
34,Married in a registered marriage,Managers,167,166,329,121,25,3,0,0,0,1719,2537
34,Married in a registered marriage,Professionals,110,159,229,60,17,7,0,0,0,758,1340
34,Married in a registered marriage,Technicians and Trades Workers,42,28,86,43,7,0,0,0,0,883,1087
34,Married in a registered marriage,Community and Personal Service Workers,74,86,220,100,21,8,0,0,0,370,871
34,Married in a registered marriage,Clerical and Administrative Workers,456,584,1396,512,108,9,6,3,0,696,3765
34,Married in a registered marriage,Sales Workers,143,197,462,159,31,8,0,0,0,766,1759
34,Married in a registered marriage,Machinery Operators And Drivers,9,22,47,21,3,0,0,0,0,1126,1234
34,Married in a registered marriage,Labourers,44,58,231,109,21,3,0,0,0,738,1199
34,Married in a registered marriage,Inadequately described,10,21,28,4,0,0,0,0,0,104,173
34,Married in a registered marriage,Not stated,4,7,24,15,0,0,0,0,0,44,91
34,Married in a registered marriage,Not applicable,113,536,1519,1052,405,119,34,11,0,413,4208
34,Married in a de facto marriage,Managers,148,52,47,15,0,0,0,0,0,390,658
34,Married in a de facto marriage,Professionals,102,41,30,14,0,0,0,0,0,262,439
34,Married in a de facto marriage,Technicians and Trades Workers,40,5,31,7,0,0,0,0,0,304,393
34,Married in a de facto marriage,Community and Personal Service Workers,67,28,44,21,3,3,0,0,0,150,316
34,Married in a de facto marriage,Clerical and Administrative Workers,301,146,177,49,5,3,0,0,0,233,911
34,Married in a de facto marriage,Sales Workers,105,57,90,30,14,0,0,0,0,248,535
34,Married in a de facto marriage,Machinery Operators And Drivers,18,3,12,3,0,0,0,0,0,366,400
34,Married in a de facto marriage,Labourers,49,26,43,22,12,3,0,0,0,319,472
34,Married in a de facto marriage,Inadequately described,9,3,0,3,0,0,0,0,0,26,44
34,Married in a de facto marriage,Not stated,3,3,0,0,0,0,0,0,0,24,40
34,Married in a de facto marriage,Not applicable,67,150,267,191,73,22,12,4,3,202,984
34,Not married,Managers,257,50,44,14,3,0,0,0,0,556,925
34,Not married,Professionals,216,26,16,11,5,0,0,0,0,382,654
34,Not married,Technicians and Trades Workers,49,14,10,11,0,0,0,0,0,522,614
34,Not married,Community and Personal Service Workers,181,60,48,29,11,0,0,0,0,257,589
34,Not married,Clerical and Administrative Workers,755,161,177,40,12,0,0,0,0,492,1640
34,Not married,Sales Workers,268,87,103,25,9,3,0,0,0,435,918
34,Not married,Machinery Operators And Drivers,54,7,10,9,3,0,0,0,0,746,822
34,Not married,Labourers,120,49,40,21,15,3,0,0,0,721,964
34,Not married,Inadequately described,31,3,7,0,0,0,0,0,0,71,111
34,Not married,Not stated,12,0,3,0,0,0,0,0,0,58,72
34,Not married,Not applicable,394,265,336,241,115,40,14,3,3,1174,2573
35,Married in a registered marriage,Managers,140,184,369,147,45,13,0,0,0,1893,2790
35,Married in a registered marriage,Professionals,107,149,244,76,19,3,0,0,0,864,1470
35,Married in a registered marriage,Technicians and Trades Workers,28,33,116,41,15,0,0,0,0,1010,1237
35,Married in a registered marriage,Community and Personal Service Workers,73,98,300,149,29,0,0,0,0,406,1050
35,Married in a registered marriage,Clerical and Administrative Workers,367,551,1498,613,144,18,8,3,0,765,3963
35,Married in a registered marriage,Sales Workers,109,169,556,227,53,3,0,0,0,851,1975
35,Married in a registered marriage,Machinery Operators And Drivers,17,11,46,34,0,0,0,0,0,1218,1328
35,Married in a registered marriage,Labourers,35,79,216,95,27,3,0,0,0,879,1336
35,Married in a registered marriage,Inadequately described,9,19,33,15,0,0,0,0,0,109,193
35,Married in a registered marriage,Not stated,0,11,24,17,3,0,0,0,0,43,98
35,Married in a registered marriage,Not applicable,118,509,1573,1127,424,142,46,8,5,483,4441
35,Married in a de facto marriage,Managers,120,53,60,13,6,0,0,0,0,444,689
35,Married in a de facto marriage,Professionals,80,23,35,10,3,0,0,0,0,262,411
35,Married in a de facto marriage,Technicians and Trades Workers,35,14,21,5,3,0,0,0,0,294,372
35,Married in a de facto marriage,Community and Personal Service Workers,58,36,68,24,4,4,3,0,0,125,329
35,Married in a de facto marriage,Clerical and Administrative Workers,286,135,186,71,16,0,0,0,0,259,954
35,Married in a de facto marriage,Sales Workers,82,59,85,36,4,4,0,0,0,209,478
35,Married in a de facto marriage,Machinery Operators And Drivers,22,5,16,0,3,0,0,0,0,394,446
35,Married in a de facto marriage,Labourers,42,32,38,27,9,3,0,0,0,310,461
35,Married in a de facto marriage,Inadequately described,8,3,5,3,0,0,0,0,0,33,48
35,Married in a de facto marriage,Not stated,3,6,4,0,0,0,0,0,0,18,31
35,Married in a de facto marriage,Not applicable,53,176,285,190,90,38,18,10,6,194,1048
35,Not married,Managers,265,67,52,17,3,0,0,0,0,599,1007
35,Not married,Professionals,193,40,31,13,0,0,0,0,0,375,649
35,Not married,Technicians and Trades Workers,75,19,29,12,0,0,0,0,0,550,694
35,Not married,Community and Personal Service Workers,162,55,60,49,7,0,0,0,0,271,610
35,Not married,Clerical and Administrative Workers,705,196,205,58,10,3,0,0,0,474,1653
35,Not married,Sales Workers,242,88,104,38,7,0,0,0,0,391,868
35,Not married,Machinery Operators And Drivers,43,14,10,5,0,0,0,0,0,753,829
35,Not married,Labourers,123,48,51,30,10,3,0,0,0,721,990
35,Not married,Inadequately described,35,7,6,0,0,0,0,0,0,84,125
35,Not married,Not stated,15,3,9,0,0,0,0,0,0,64,94
35,Not married,Not applicable,355,249,326,243,105,36,14,6,0,1276,2609
36,Married in a registered marriage,Managers,167,158,441,196,43,3,0,0,0,2065,3072
36,Married in a registered marriage,Professionals,100,130,264,79,21,12,3,0,0,905,1520
36,Married in a registered marriage,Technicians and Trades Workers,27,45,107,59,7,0,0,0,0,1017,1262
36,Married in a registered marriage,Community and Personal Service Workers,57,86,269,166,34,4,3,0,0,406,1035
36,Married in a registered marriage,Clerical and Administrative Workers,396,561,1765,714,171,27,3,0,0,763,4408
36,Married in a registered marriage,Sales Workers,124,176,608,246,53,11,4,0,0,876,2091
36,Married in a registered marriage,Machinery Operators And Drivers,19,23,55,22,4,0,0,0,0,1217,1347
36,Married in a registered marriage,Labourers,50,93,259,113,30,4,3,0,0,919,1477
36,Married in a registered marriage,Inadequately described,15,14,42,11,0,0,0,0,0,116,201
36,Married in a registered marriage,Not stated,0,12,27,13,3,0,0,0,0,45,106
36,Married in a registered marriage,Not applicable,143,493,1580,1121,473,131,69,18,10,512,4546
36,Married in a de facto marriage,Managers,124,55,52,24,5,3,0,0,0,475,735
36,Married in a de facto marriage,Professionals,92,36,36,11,0,0,0,0,0,262,437
36,Married in a de facto marriage,Technicians and Trades Workers,32,10,18,14,0,0,0,0,0,313,387
36,Married in a de facto marriage,Community and Personal Service Workers,61,36,60,30,8,3,0,0,0,148,346
36,Married in a de facto marriage,Clerical and Administrative Workers,229,144,182,81,14,0,0,0,0,221,866
36,Married in a de facto marriage,Sales Workers,109,57,86,43,5,3,0,0,0,220,519
36,Married in a de facto marriage,Machinery Operators And Drivers,9,4,12,7,3,0,0,0,0,416,452
36,Married in a de facto marriage,Labourers,30,26,55,26,5,4,0,0,0,298,444
36,Married in a de facto marriage,Inadequately described,9,3,4,5,0,0,0,0,0,42,56
36,Married in a de facto marriage,Not stated,3,4,3,3,0,0,0,0,0,15,31
36,Married in a de facto marriage,Not applicable,55,168,286,169,87,27,12,0,3,217,1025
36,Not married,Managers,269,53,53,21,3,0,0,0,0,622,1017
36,Not married,Professionals,176,45,47,13,3,0,0,0,0,404,680
36,Not married,Technicians and Trades Workers,58,18,20,8,0,0,0,0,0,540,640
36,Not married,Community and Personal Service Workers,144,67,98,32,7,3,0,0,0,300,647
36,Not married,Clerical and Administrative Workers,673,211,225,72,14,3,0,0,0,445,1633
36,Not married,Sales Workers,240,91,115,39,14,3,0,0,0,418,922
36,Not married,Machinery Operators And Drivers,57,17,9,8,5,3,0,0,0,757,854
36,Not married,Labourers,135,70,68,40,20,3,0,0,0,728,1061
36,Not married,Inadequately described,22,7,4,3,3,0,0,0,0,85,120
36,Not married,Not stated,7,3,0,3,0,0,0,0,0,45,64
36,Not married,Not applicable,378,253,378,251,134,60,18,12,0,1211,2696
37,Married in a registered marriage,Managers,152,153,466,191,50,12,0,0,3,2105,3137
37,Married in a registered marriage,Professionals,100,139,285,87,19,9,0,0,0,930,1571
37,Married in a registered marriage,Technicians and Trades Workers,27,33,123,50,8,3,0,0,0,977,1224
37,Married in a registered marriage,Community and Personal Service Workers,53,79,342,170,41,9,0,3,0,414,1110
37,Married in a registered marriage,Clerical and Administrative Workers,380,501,1705,764,154,35,3,0,0,799,4350
37,Married in a registered marriage,Sales Workers,106,176,687,274,59,0,3,0,0,891,2204
37,Married in a registered marriage,Machinery Operators And Drivers,13,19,78,28,8,0,0,0,0,1267,1417
37,Married in a registered marriage,Labourers,38,91,284,121,39,3,0,0,0,888,1464
37,Married in a registered marriage,Inadequately described,9,20,48,15,4,0,0,0,0,112,214
37,Married in a registered marriage,Not stated,3,5,18,3,3,0,0,0,0,51,90
37,Married in a registered marriage,Not applicable,109,424,1565,1079,445,151,65,18,8,512,4369
37,Married in a de facto marriage,Managers,113,50,59,18,6,3,0,0,0,471,715
37,Married in a de facto marriage,Professionals,74,46,38,4,7,0,0,0,0,223,396
37,Married in a de facto marriage,Technicians and Trades Workers,27,12,24,10,4,0,0,0,0,280,356
37,Married in a de facto marriage,Community and Personal Service Workers,34,19,59,26,11,5,0,0,0,143,297
37,Married in a de facto marriage,Clerical and Administrative Workers,223,143,204,75,20,5,3,0,0,221,890
37,Married in a de facto marriage,Sales Workers,96,60,109,20,4,0,0,0,0,201,487
37,Married in a de facto marriage,Machinery Operators And Drivers,20,8,8,3,3,0,0,0,0,387,429
37,Married in a de facto marriage,Labourers,38,32,54,32,7,3,0,0,0,274,435
37,Married in a de facto marriage,Inadequately described,8,3,9,4,3,0,0,0,0,37,67
37,Married in a de facto marriage,Not stated,4,3,9,0,3,0,0,0,0,17,28
37,Married in a de facto marriage,Not applicable,51,127,244,150,76,29,9,0,4,217,915
37,Not married,Managers,248,62,52,29,6,0,0,0,0,570,966
37,Not married,Professionals,161,35,47,8,0,0,0,0,0,361,616
37,Not married,Technicians and Trades Workers,55,14,25,12,0,0,0,0,0,482,593
37,Not married,Community and Personal Service Workers,143,62,87,33,6,4,0,0,0,279,615
37,Not married,Clerical and Administrative Workers,661,182,222,70,18,4,0,0,0,413,1568
37,Not married,Sales Workers,209,105,95,48,14,7,0,0,0,388,865
37,Not married,Machinery Operators And Drivers,65,12,9,8,3,0,0,0,0,718,810
37,Not married,Labourers,101,46,76,40,7,4,3,0,0,635,904
37,Not married,Inadequately described,18,12,5,3,3,0,0,0,0,63,104
37,Not married,Not stated,10,3,6,0,0,0,0,0,0,45,71
37,Not married,Not applicable,384,199,342,218,123,55,24,10,3,1211,2562
38,Married in a registered marriage,Managers,126,157,463,198,46,9,0,0,0,2160,3175
38,Married in a registered marriage,Professionals,78,128,284,114,18,3,0,0,0,927,1549
38,Married in a registered marriage,Technicians and Trades Workers,26,35,143,52,9,3,0,0,0,919,1184
38,Married in a registered marriage,Community and Personal Service Workers,58,82,337,156,24,11,6,0,0,405,1081
38,Married in a registered marriage,Clerical and Administrative Workers,335,494,1772,788,164,29,5,3,0,781,4376
38,Married in a registered marriage,Sales Workers,110,156,619,280,51,11,0,0,0,854,2083
38,Married in a registered marriage,Machinery Operators And Drivers,17,12,70,26,15,0,0,0,0,1091,1226
38,Married in a registered marriage,Labourers,41,76,259,154,42,9,0,0,0,835,1416
38,Married in a registered marriage,Inadequately described,11,12,51,14,3,0,0,0,0,96,187
38,Married in a registered marriage,Not stated,4,9,25,17,4,0,0,0,0,49,98
38,Married in a registered marriage,Not applicable,125,446,1487,1140,454,135,60,16,14,508,4379
38,Married in a de facto marriage,Managers,97,54,34,13,5,0,0,0,0,393,595
38,Married in a de facto marriage,Professionals,59,37,36,14,3,0,0,0,0,230,376
38,Married in a de facto marriage,Technicians and Trades Workers,27,10,18,10,4,0,0,0,0,232,306
38,Married in a de facto marriage,Community and Personal Service Workers,46,33,53,24,9,5,0,0,0,120,300
38,Married in a de facto marriage,Clerical and Administrative Workers,208,151,201,62,13,9,0,0,0,210,858
38,Married in a de facto marriage,Sales Workers,77,47,75,28,14,5,0,0,0,174,415
38,Married in a de facto marriage,Machinery Operators And Drivers,17,3,8,3,0,0,0,0,0,298,341
38,Married in a de facto marriage,Labourers,22,23,41,25,11,0,0,0,0,240,363
38,Married in a de facto marriage,Inadequately described,5,0,3,3,0,0,0,0,0,24,41
38,Married in a de facto marriage,Not stated,0,0,10,0,3,0,0,0,0,14,30
38,Married in a de facto marriage,Not applicable,45,118,249,152,82,31,12,3,0,192,889
38,Not married,Managers,222,60,55,27,8,0,0,0,0,494,866
38,Not married,Professionals,167,44,59,17,3,0,0,0,0,349,645
38,Not married,Technicians and Trades Workers,60,27,21,12,0,0,0,0,0,414,539
38,Not married,Community and Personal Service Workers,126,70,100,38,24,0,4,0,0,256,612
38,Not married,Clerical and Administrative Workers,591,233,246,95,13,0,0,0,0,433,1614
38,Not married,Sales Workers,206,105,134,51,13,0,0,0,0,371,879
38,Not married,Machinery Operators And Drivers,36,14,20,7,0,0,0,0,0,619,697
38,Not married,Labourers,97,52,78,26,14,3,3,0,0,572,849
38,Not married,Inadequately described,25,11,0,3,0,0,0,0,0,56,96
38,Not married,Not stated,10,4,7,0,0,0,0,0,0,52,75
38,Not married,Not applicable,380,231,309,229,127,53,19,3,0,1048,2407
39,Married in a registered marriage,Managers,135,167,475,234,56,8,0,0,0,2218,3310
39,Married in a registered marriage,Professionals,97,90,337,128,29,3,0,3,0,980,1667
39,Married in a registered marriage,Technicians and Trades Workers,31,39,118,41,16,0,0,0,0,907,1146
39,Married in a registered marriage,Community and Personal Service Workers,63,78,380,197,50,12,3,0,0,490,1271
39,Married in a registered marriage,Clerical and Administrative Workers,359,463,1926,835,186,34,7,0,0,913,4723
39,Married in a registered marriage,Sales Workers,118,149,632,264,70,10,7,0,0,816,2060
39,Married in a registered marriage,Machinery Operators And Drivers,23,21,79,36,0,0,0,0,0,1168,1332
39,Married in a registered marriage,Labourers,40,80,300,127,43,9,0,0,0,789,1386
39,Married in a registered marriage,Inadequately described,19,19,44,15,5,0,0,0,0,108,207
39,Married in a registered marriage,Not stated,6,9,25,15,6,0,0,0,0,58,121
39,Married in a registered marriage,Not applicable,116,391,1544,1051,416,134,42,26,6,571,4307
39,Married in a de facto marriage,Managers,84,44,68,19,3,0,0,0,0,403,629
39,Married in a de facto marriage,Professionals,63,43,51,3,3,0,0,0,0,209,372
39,Married in a de facto marriage,Technicians and Trades Workers,19,8,19,3,0,0,0,0,0,241,293
39,Married in a de facto marriage,Community and Personal Service Workers,33,23,39,32,8,3,0,4,0,118,262
39,Married in a de facto marriage,Clerical and Administrative Workers,210,140,199,67,15,6,0,0,0,200,843
39,Married in a de facto marriage,Sales Workers,68,51,78,30,9,7,0,0,0,184,416
39,Married in a de facto marriage,Machinery Operators And Drivers,17,4,10,3,0,0,0,0,0,271,307
39,Married in a de facto marriage,Labourers,29,28,49,19,11,0,0,0,0,213,353
39,Married in a de facto marriage,Inadequately described,6,3,6,0,0,0,0,0,0,24,49
39,Married in a de facto marriage,Not stated,0,0,3,0,0,0,0,0,0,18,27
39,Married in a de facto marriage,Not applicable,59,112,227,145,53,20,12,3,4,167,787
39,Not married,Managers,229,66,77,25,6,0,0,0,0,494,898
39,Not married,Professionals,183,51,50,13,5,0,0,0,0,332,638
39,Not married,Technicians and Trades Workers,45,20,28,7,0,0,0,0,0,379,484
39,Not married,Community and Personal Service Workers,147,78,94,60,13,6,3,0,0,234,639
39,Not married,Clerical and Administrative Workers,625,213,254,116,32,3,3,3,0,432,1679
39,Not married,Sales Workers,195,89,130,50,8,6,0,0,0,319,797
39,Not married,Machinery Operators And Drivers,38,14,12,11,0,0,0,0,0,640,712
39,Not married,Labourers,105,53,96,25,19,3,0,0,0,549,859
39,Not married,Inadequately described,23,10,9,3,0,0,0,0,0,49,97
39,Not married,Not stated,8,3,6,5,0,0,0,0,0,36,56
39,Not married,Not applicable,365,242,307,227,118,51,18,9,0,1033,2375
40,Married in a registered marriage,Managers,121,149,535,254,61,14,3,0,3,2367,3510
40,Married in a registered marriage,Professionals,98,120,290,131,28,4,0,0,0,1016,1684
40,Married in a registered marriage,Technicians and Trades Workers,27,35,124,67,22,3,0,0,0,948,1222
40,Married in a registered marriage,Community and Personal Service Workers,52,91,372,208,61,11,8,0,0,540,1352
40,Married in a registered marriage,Clerical and Administrative Workers,347,488,2120,902,204,34,9,4,0,930,5032
40,Married in a registered marriage,Sales Workers,87,144,634,262,63,7,6,0,0,750,1956
40,Married in a registered marriage,Machinery Operators And Drivers,11,16,70,38,9,4,0,0,0,1099,1258
40,Married in a registered marriage,Labourers,49,80,307,177,36,5,7,0,0,786,1441
40,Married in a registered marriage,Inadequately described,10,22,55,22,7,0,0,0,0,104,213
40,Married in a registered marriage,Not stated,9,17,36,13,4,0,0,0,0,42,114
40,Married in a registered marriage,Not applicable,142,371,1546,1081,447,138,48,22,9,658,4475
40,Married in a de facto marriage,Managers,104,38,58,21,8,3,0,0,0,420,658
40,Married in a de facto marriage,Professionals,71,49,47,19,3,0,0,0,0,226,414
40,Married in a de facto marriage,Technicians and Trades Workers,19,16,26,7,0,0,0,0,0,205,278
40,Married in a de facto marriage,Community and Personal Service Workers,50,27,41,27,15,3,3,0,0,124,295
40,Married in a de facto marriage,Clerical and Administrative Workers,199,130,194,68,22,3,0,0,0,210,820
40,Married in a de facto marriage,Sales Workers,60,38,85,27,8,0,0,0,0,152,377
40,Married in a de facto marriage,Machinery Operators And Drivers,13,10,10,3,0,0,0,0,0,241,277
40,Married in a de facto marriage,Labourers,30,16,52,21,8,5,0,0,0,188,314
40,Married in a de facto marriage,Inadequately described,4,3,0,7,0,0,0,0,0,34,46
40,Married in a de facto marriage,Not stated,0,3,3,3,0,0,0,0,0,5,16
40,Married in a de facto marriage,Not applicable,51,101,207,110,59,22,9,5,3,178,743
40,Not married,Managers,228,66,67,24,8,0,0,0,0,512,903
40,Not married,Professionals,174,74,66,20,5,0,0,0,0,318,659
40,Not married,Technicians and Trades Workers,56,28,25,16,4,0,0,0,0,396,527
40,Not married,Community and Personal Service Workers,121,58,88,50,17,10,3,0,0,272,614
40,Not married,Clerical and Administrative Workers,649,216,315,117,37,4,3,0,0,457,1794
40,Not married,Sales Workers,199,93,119,59,16,4,0,0,0,349,836
40,Not married,Machinery Operators And Drivers,26,23,24,8,0,0,0,0,0,557,642
40,Not married,Labourers,115,37,75,52,19,0,3,0,0,499,806
40,Not married,Inadequately described,20,7,20,0,3,0,0,0,0,51,101
40,Not married,Not stated,5,3,8,0,0,0,0,0,0,39,64
40,Not married,Not applicable,349,221,305,216,130,49,16,8,6,1087,2386
41,Married in a registered marriage,Managers,117,131,520,241,53,10,5,0,0,2159,3233
41,Married in a registered marriage,Professionals,81,93,295,110,19,5,3,0,0,908,1513
41,Married in a registered marriage,Technicians and Trades Workers,24,37,141,42,18,0,0,0,0,872,1136
41,Married in a registered marriage,Community and Personal Service Workers,51,65,343,180,60,7,8,0,0,488,1199
41,Married in a registered marriage,Clerical and Administrative Workers,272,462,1907,876,165,32,15,0,0,830,4557
41,Married in a registered marriage,Sales Workers,98,136,567,231,53,17,0,0,0,705,1810
41,Married in a registered marriage,Machinery Operators And Drivers,16,26,78,29,10,0,0,0,0,1064,1223
41,Married in a registered marriage,Labourers,47,92,332,165,41,8,3,0,0,703,1396
41,Married in a registered marriage,Inadequately described,19,13,49,11,3,0,0,0,0,129,226
41,Married in a registered marriage,Not stated,4,7,19,7,9,0,0,0,0,60,103
41,Married in a registered marriage,Not applicable,144,349,1386,883,380,129,46,15,10,615,3964
41,Married in a de facto marriage,Managers,71,46,64,22,0,3,0,0,0,338,537
41,Married in a de facto marriage,Professionals,56,25,49,13,4,0,0,0,0,169,322
41,Married in a de facto marriage,Technicians and Trades Workers,11,9,20,5,0,0,0,0,0,165,211
41,Married in a de facto marriage,Community and Personal Service Workers,33,30,43,20,10,0,0,0,0,108,242
41,Married in a de facto marriage,Clerical and Administrative Workers,160,115,155,58,22,3,0,0,0,186,706
